time,total_flux_kg_m2_s,diffusion_flux_kg_m2_s,ebullition_flux_kg_m2_s,upward_bubbling_flux_kg_m2_s,sediment_temperature_avg_c
2021-02-02,9.078105087212406e-10,0.0,0.0,9.078105087212406e-10,3.3217745767289504
2021-02-03,6.607556811388804e-10,0.0,0.0,6.607556811388804e-10,3.314298049996723
2021-02-04,6.270966095200947e-10,0.0,0.0,6.270966095200947e-10,3.3183975905996603
2021-02-05,7.96197515029462e-10,0.0,0.0,7.96197515029462e-10,3.315675087374402
2021-02-06,7.60667608545873e-10,0.0,0.0,7.60667608545873e-10,3.300844283826282
2021-02-07,6.842227202241701e-10,0.0,0.0,6.842227202241701e-10,3.304194545039866
2021-02-08,7.328741712342434e-10,0.0,0.0,7.328741712342434e-10,3.3006680470286422
2021-02-09,9.771122611823557e-10,0.0,0.0,9.771122611823557e-10,3.289077943408332
2021-02-10,9.506696657979318e-10,0.0,0.0,9.506696657979318e-10,3.295512535863499
2021-02-11,9.597907123293225e-10,0.0,0.0,9.597907123293225e-10,3.2974853404900992
2021-02-12,9.77955305074829e-10,0.0,0.0,9.77955305074829e-10,3.282806162599921
2021-02-13,1.0612660946662798e-09,0.0,0.0,1.0612660946662798e-09,3.2829403967586472
2021-02-14,9.444981901651772e-10,0.0,0.0,9.444981901651772e-10,3.287485793317975
2021-02-15,9.058977894937925e-10,0.0,0.0,9.058977894937925e-10,3.2763659093096127
2021-02-16,9.081745322703227e-10,0.0,0.0,9.081745322703227e-10,3.2839103780333527
2021-02-17,1.0604305728634243e-09,0.0,0.0,1.0604305728634243e-09,3.2775065271852197
2021-02-18,9.997659458349515e-10,0.0,0.0,9.997659458349515e-10,3.2740163614649442
2021-02-19,9.897893755805852e-10,0.0,0.0,9.897893755805852e-10,3.273442691297961
2021-02-20,1.1770835945412727e-09,0.0,0.0,1.1770835945412727e-09,3.2673729801019085
2021-02-21,8.091035402912894e-10,0.0,0.0,8.091035402912894e-10,3.258562545112873
2021-02-22,7.717141960483786e-10,0.0,0.0,7.717141960483786e-10,3.2693330996208125
2021-02-23,1.0376233691999913e-09,0.0,0.0,1.0376233691999913e-09,3.2667354092514667
2021-02-24,1.1245040741414414e-09,0.0,0.0,1.1245040741414414e-09,3.2630275162620275
2021-02-25,7.61899635648433e-10,0.0,0.0,7.61899635648433e-10,3.253389283943717
2021-02-26,1.117989032763944e-09,0.0,0.0,1.117989032763944e-09,3.24715069897791
2021-02-27,1.0489675921121488e-09,0.0,0.0,1.0489675921121488e-09,3.2479867580210384
2021-02-28,9.718620705712056e-10,0.0,0.0,9.718620705712056e-10,3.2460047957165705
2021-03-01,1.2915227284793218e-09,0.0,0.0,1.2915227284793218e-09,3.2489106785659128
2021-03-02,1.0646815792370033e-09,0.0,0.0,1.0646815792370033e-09,3.2366190278995215
2021-03-03,8.78442675258384e-10,0.0,0.0,8.78442675258384e-10,3.2398770059283186
2021-03-04,8.255441498761229e-10,0.0,0.0,8.255441498761229e-10,3.243850232535541
2021-03-05,1.2332068169484954e-09,0.0,0.0,1.2332068169484954e-09,3.2351559583160703
2021-03-06,9.889303757404376e-10,0.0,0.0,9.889303757404376e-10,3.2362149529335675
2021-03-07,8.406295296481402e-10,0.0,0.0,8.406295296481402e-10,3.233729013716423
2021-03-08,9.39556006329667e-10,0.0,0.0,9.39556006329667e-10,3.220124301957286
2021-03-09,1.1696866451416098e-09,0.0,0.0,1.1696866451416098e-09,3.2270508928074597
2021-03-10,1.1031021335838887e-09,0.0,0.0,1.1031021335838887e-09,3.225074263896621
2021-03-11,1.1267738076981003e-09,0.0,0.0,1.1267738076981003e-09,3.225777879491347
2021-03-12,7.924804630476955e-10,0.0,0.0,7.924804630476955e-10,3.2062832858829684
2021-03-13,9.11385495783179e-10,0.0,0.0,9.11385495783179e-10,3.2224545234847763
2021-03-14,1.4654584001050351e-09,0.0,0.0,1.4654584001050351e-09,3.2128504619161755
2021-03-15,1.3469711282709793e-09,0.0,0.0,1.3469711282709793e-09,3.205439564735064
2021-03-16,1.0422447815017221e-09,0.0,0.0,1.0422447815017221e-09,3.2035274527191664
2021-03-17,1.0057987756795227e-09,0.0,0.0,1.0057987756795227e-09,3.2031548572729482
2021-03-18,1.1956640676658025e-09,0.0,0.0,1.1956640676658025e-09,3.202737844527792
2021-03-19,9.45158025587034e-10,0.0,0.0,9.45158025587034e-10,3.218098127764076
2021-03-20,9.755497180208294e-10,0.0,0.0,9.755497180208294e-10,3.198976623484394
2021-03-21,1.1055473825649641e-09,0.0,0.0,1.1055473825649641e-09,3.2048532031055705
2021-03-22,9.924899197244486e-10,0.0,0.0,9.924899197244486e-10,3.2171265189716802
2021-03-23,1.0301674967649886e-09,0.0,0.0,1.0301674967649886e-09,3.2034384237378477
2021-03-24,1.1330848408874771e-09,0.0,0.0,1.1330848408874771e-09,3.2032210001599384
2021-03-25,1.1632481923129489e-09,0.0,0.0,1.1632481923129489e-09,3.177195890657547
2021-03-26,1.0679324896045727e-09,0.0,0.0,1.0679324896045727e-09,3.187749988736949
2021-03-27,1.0764636789417635e-09,0.0,0.0,1.0764636789417635e-09,3.1807877049834934
2021-03-28,8.565789239867171e-10,0.0,0.0,8.565789239867171e-10,3.1792804686034652
2021-03-29,1.2855211267037702e-09,0.0,0.0,1.2855211267037702e-09,3.1837922558951917
2021-03-30,1.2628003130998876e-09,0.0,0.0,1.2628003130998876e-09,3.1707949316085933
2021-03-31,1.1977349217318078e-09,0.0,0.0,1.1977349217318078e-09,3.164009151805838
2021-04-01,9.7931988051414e-10,0.0,0.0,9.7931988051414e-10,3.1790858552167336
2021-04-02,9.329233468235997e-10,0.0,0.0,9.329233468235997e-10,3.190586379602983
2021-04-03,1.2628750781118468e-09,0.0,0.0,1.2628750781118468e-09,3.182705550305691
2021-04-04,1.218355248795433e-09,0.0,0.0,1.218355248795433e-09,3.1706506125270004
2021-04-05,9.44205227568773e-10,0.0,0.0,9.44205227568773e-10,3.1765625730686238
2021-04-06,9.98917431331847e-10,0.0,0.0,9.98917431331847e-10,3.1875637409673456
2021-04-07,1.1160409255239756e-09,0.0,0.0,1.1160409255239756e-09,3.179387150575781
2021-04-08,1.4205581354076455e-09,0.0,0.0,1.4205581354076455e-09,3.1702792653106755
2021-04-09,8.953379153808782e-10,0.0,0.0,8.953379153808782e-10,3.1771013190458435
2021-04-10,9.451316982733715e-10,0.0,0.0,9.451316982733715e-10,3.173533877739401
2021-04-11,1.346802906994071e-09,0.0,0.0,1.346802906994071e-09,3.1890136509135356
2021-04-12,1.4211502150374144e-09,0.0,0.0,1.4211502150374144e-09,3.1926969838318158
2021-04-13,1.0636972112365582e-09,0.0,0.0,1.0636972112365582e-09,3.1947719945365383
2021-04-14,1.1100883313019947e-09,0.0,0.0,1.1100883313019947e-09,3.204630036514937
2021-04-15,1.06841709452965e-09,0.0,0.0,1.06841709452965e-09,3.2162527326328383
2021-04-16,1.0020461647286538e-09,0.0,0.0,1.0020461647286538e-09,3.198248992282324
2021-04-17,1.042945019662511e-09,0.0,0.0,1.042945019662511e-09,3.2198378275478365
2021-04-18,1.341366943563571e-09,0.0,0.0,1.341366943563571e-09,3.2385992357927487
2021-04-19,1.3906994286116968e-09,0.0,0.0,1.3906994286116968e-09,3.2500163004442513
2021-04-20,1.2718930378241565e-09,0.0,0.0,1.2718930378241565e-09,3.2080437056024604
2021-04-21,1.0827282119407753e-09,0.0,0.0,1.0827282119407753e-09,3.26140226605452
2021-04-22,1.4357134364217927e-09,0.0,0.0,1.4357134364217927e-09,3.2644805914258916
2021-04-23,1.504867881294558e-09,0.0,0.0,1.504867881294558e-09,3.2393256418686485
2021-04-24,1.464324160167507e-09,0.0,0.0,1.464324160167507e-09,3.26956105543317
2021-04-25,1.3224623367591447e-09,0.0,0.0,1.3224623367591447e-09,3.2693958361089077
2021-04-26,9.134158331391972e-10,0.0,0.0,9.134158331391972e-10,3.2608070625354717
2021-04-27,7.831668624191934e-10,0.0,0.0,7.831668624191934e-10,3.281304890118567
2021-04-28,7.337310626098769e-10,0.0,0.0,7.337310626098769e-10,3.2849178428577708
2021-04-29,7.366705399469708e-10,7.304130660301666e-11,6.636292333439541e-10,0.0,3.292732419135442
2021-04-30,9.718166388594794e-10,1.2720951939826364e-10,8.446071194612158e-10,0.0,3.3109213374937765
2021-05-01,1.1633527465093606e-09,1.72881937992031e-10,9.904708085173297e-10,0.0,3.332842509492351
2021-05-02,1.3156584927287438e-09,1.3367505459882523e-10,1.1819834381299187e-09,0.0,3.349891700651483
2021-05-03,1.4915228822687253e-09,1.2889133326865476e-10,1.3626315490000705e-09,0.0,3.3745972575968413
2021-05-04,1.4286590127809972e-09,1.2837749476801718e-10,1.30028151801298e-09,0.0,3.4117713689169995
2021-05-05,1.2763921948000245e-09,1.0496612341981403e-10,1.1714260713802104e-09,0.0,3.4488876162416133
2021-05-06,1.3350036760151338e-09,8.18414391368094e-11,1.2531622368783245e-09,0.0,3.4810805375789977
2021-05-07,1.5896979406626597e-09,9.590075174870093e-11,1.4937971889139588e-09,0.0,3.515243772424042
2021-05-08,1.3300006031435882e-09,9.537074360466135e-11,1.234629859538927e-09,0.0,3.5495088531480876
2021-05-09,1.2907876935308592e-09,8.462142110587933e-11,1.20616627242498e-09,0.0,3.5858147416578583
2021-05-10,1.3472231467659411e-09,7.028404048980973e-11,1.2769391062761314e-09,0.0,3.628876859987419
2021-05-11,1.4992049231388193e-09,7.098257620796743e-11,1.4282223469308518e-09,0.0,3.681312474947641
2021-05-12,1.429084267279279e-09,7.3615229219115e-11,1.355469038060164e-09,0.0,3.727834842137827
2021-05-13,1.4516140867648629e-09,8.030842872486232e-11,1.3713056580400005e-09,0.0,3.780789745542185
2021-05-14,1.7739396728622124e-09,1.0298997930036079e-10,1.6709496935618517e-09,0.0,3.8211417905850635
2021-05-15,1.912534843651059e-09,1.1409473477996811e-10,1.798440108871091e-09,0.0,3.8592122653211782
2021-05-16,1.7418818660708266e-09,1.0994617413828677e-10,1.6319356919325399e-09,0.0,3.9190186961044917
2021-05-17,1.6740570217699257e-09,1.1346766603637092e-10,1.5605893557335547e-09,0.0,3.9746449645540367
