time,initial_guess.delta_dissolved,initial_guess.delta_emission,initial_guess.delta_bubble,initial_guess.ch4_conc_mb,all_observations.delta_dissolved,all_observations.delta_emission,all_observations.delta_bubble,all_observations.ch4_conc_mb,no_winter_obs.delta_dissolved,no_winter_obs.delta_emission,no_winter_obs.delta_bubble,no_winter_obs.ch4_conc_mb,no_winter_emission_obs.delta_dissolved,no_winter_emission_obs.delta_emission,no_winter_emission_obs.delta_bubble,no_winter_emission_obs.ch4_conc_mb,temperature_based.delta_dissolved,temperature_based.delta_emission,temperature_based.delta_bubble,temperature_based.C13_sed_prod,temperature_based.ch4_conc_mb
2021-01-23,-57.95308391426401,-58.173242699796845,-58.173242699796845,0.001410245231615472,-61.63494934265146,-61.85281703983237,-61.85281703983237,0.001410245231615472,-54.13369667563861,-54.60950104212004,-54.60950104212004,0.001410245231615472,-60.507682465170795,-60.72581188889248,-60.72581188889248,0.001410245231615472,-67.18343288778695,-67.85687322584822,-67.85687322584822,-67.85687322584806,0.001410245231615472
2021-01-24,-57.958605983849054,-58.173242699796845,-58.173242699796845,0.0014465273386471604,-61.64041394667008,-61.85281703983237,-61.85281703983237,0.0014465273386471604,-54.14563090217528,-54.60950104212004,-54.60950104212004,0.0014465273386471604,-60.51315363387022,-60.72581188889248,-60.72581188889248,0.0014465273386471604,-67.20084609492416,-67.87767812981471,-67.87767812981471,-67.8776781298147,0.0014465273386471604
2021-01-25,-57.965910031394394,-58.173242699796845,-58.173242699796845,0.001497486526789155,-61.64764198444739,-61.85281703983237,-61.85281703983237,0.001497486526789155,-54.16141631680971,-54.60950104212004,-54.60950104212004,0.001497486526789155,-60.52039035475809,-60.72581188889248,-60.72581188889248,0.001497486526789155,-67.2298264412211,-68.05246245113628,-68.05246245113628,-68.05246245113625,0.001497486526789155
2021-01-26,-57.97094417530047,-58.173242699796845,-58.173242699796845,0.0015347510727957553,-61.652623740398816,-61.85281703983237,-61.85281703983237,0.0015347510727957553,-54.17229604457607,-54.60950104212004,-54.60950104212004,0.0015347510727957553,-60.52537809534053,-60.72581188889248,-60.72581188889248,0.0015347510727957553,-67.24680613958289,-67.92914021447949,-67.92914021447949,-67.9291402144795,0.0015347510727957553
2021-01-27,-57.97574401648242,-58.173242699796845,-58.173242699796845,0.001572050366542343,-61.65737363190394,-61.85281703983237,-61.85281703983237,0.001572050366542343,-54.182669400276275,-54.60950104212004,-54.60950104212004,0.001572050366542343,-60.53013369293569,-60.72581188889248,-60.72581188889248,0.001572050366542343,-67.26408829361897,-67.97519571101695,-67.97519571101695,-67.97519571101698,0.001572050366542343
2021-01-28,-57.98040311518826,-58.173242699796845,-58.173242699796845,0.0016100318724826636,-61.66198424557323,-61.85281703983237,-61.85281703983237,0.0016100318724826636,-54.19273858512752,-54.60950104212004,-54.60950104212004,0.0016100318724826636,-60.534749845379096,-60.72581188889248,-60.72581188889248,0.0016100318724826636,-67.28090866726832,-67.97710208841445,-67.97710208841445,-67.97710208841451,0.0016100318724826636
2021-01-29,-57.98428254206323,-58.173242699796845,-58.173242699796845,0.0016430864644684019,-61.665823301087606,-61.85281703983237,-61.85281703983237,0.0016430864644684019,-54.20112275313627,-54.60950104212004,-54.60950104212004,0.0016430864644684019,-60.53859351278745,-60.72581188889248,-60.72581188889248,0.0016430864644684019,-67.29523331638332,-67.99296214168638,-67.99296214168638,-67.9929621416864,0.0016430864644684019
2021-01-30,-57.98842005666338,-58.173242699796845,-58.173242699796845,0.0016798692640250027,-61.66991775853003,-61.85281703983237,-61.85281703983237,0.0016798692640250027,-54.21006469705336,-54.60950104212004,-54.60950104212004,0.0016798692640250027,-60.54269288894088,-60.72581188889248,-60.72581188889248,0.0016798692640250027,-67.3106079877085,-67.99739405768368,-67.99739405768368,-67.99739405768362,0.0016798692640250027
2021-01-31,-57.993568126945895,-58.173242699796845,-58.173242699796845,0.0017280011999990243,-61.67501225528016,-61.85281703983237,-61.85281703983237,0.0017280011999990243,-54.22119064105524,-54.60950104212004,-54.60950104212004,0.0017280011999990243,-60.54779350575823,-60.72581188889248,-60.72581188889248,0.0017280011999990243,-67.33479720729906,-68.17903348594534,-68.17903348594534,-68.17903348594528,0.0017280011999990243
2021-02-01,-57.99700901849248,-58.173242699796845,-58.173242699796845,0.0017617397264688165,-61.67841733909574,-61.85281703983237,-61.85281703983237,0.0017617397264688165,-54.228627052091305,-54.60950104212004,-54.60950104212004,0.0017617397264688165,-60.551202680133585,-60.72581188889248,-60.72581188889248,0.0017617397264688165,-67.34854209468044,-68.0525201391955,-68.0525201391955,-68.05252013919554,0.0017617397264688165
2021-02-02,-58.00085738412308,-58.173242699796845,-58.173242699796845,0.0018010691704333497,-61.682225656605304,-61.85281703983237,-61.85281703983237,0.0018010691704333497,-54.236944090933825,-54.60950104212004,-54.60950104212004,0.0018010691704333497,-60.55501557261134,-60.72581188889248,-60.72581188889248,0.0018010691704333497,-67.36397713361397,-68.05538078766394,-68.05538078766394,-68.05538078766392,0.0018010691704333497
2021-02-03,-58.00352399450237,-58.173242699796845,-58.173242699796845,0.001829367463988266,-61.68486451683175,-61.85281703983237,-61.85281703983237,0.001829367463988266,-54.24270713536205,-54.60950104212004,-54.60950104212004,0.001829367463988266,-60.55765760292575,-60.72581188889248,-60.72581188889248,0.001829367463988266,-67.37522782396677,-68.09128766345607,-68.09128766345607,-68.09128766345609,0.001829367463988266
2021-02-04,-58.00670603534519,-58.173242699796845,-58.173242699796845,0.001864321460488654,-61.688013443680354,-61.85281703983237,-61.85281703983237,0.001864321460488654,-54.24958412154979,-54.60950104212004,-54.60950104212004,0.001864321460488654,-60.56081031261018,-60.72581188889248,-60.72581188889248,0.001864321460488654,-67.38828402774833,-68.07159915025917,-68.07159915025917,-68.07159915025916,0.001864321460488654
2021-02-05,-58.00982214740025,-58.173242699796845,-58.173242699796845,0.0018998704443374363,-61.69109712783116,-61.85281703983237,-61.85281703983237,0.0018998704443374363,-54.256318623280954,-54.60950104212004,-54.60950104212004,0.0018998704443374363,-60.56389770122006,-60.72581188889248,-60.72581188889248,0.0018998704443374363,-67.40131437202112,-68.08467428376075,-68.08467428376075,-68.0846742837609,0.0018998704443374363
2021-02-06,-58.012601145738365,-58.173242699796845,-58.173242699796845,0.0019327370138778825,-61.693847206448105,-61.85281703983237,-61.85281703983237,0.0019327370138778825,-54.262324559135486,-54.60950104212004,-54.60950104212004,0.0019327370138778825,-60.566651083532655,-60.72581188889248,-60.72581188889248,0.0019327370138778825,-67.41414626324472,-68.15590091612277,-68.15590091612277,-68.15590091612282,0.0019327370138778825
2021-02-07,-58.01484913589883,-58.173242699796845,-58.173242699796845,0.001960167255882932,-61.69607180283809,-61.85281703983237,-61.85281703983237,0.001960167255882932,-54.26718288687171,-54.60950104212004,-54.60950104212004,0.001960167255882932,-60.56887835235158,-60.72581188889248,-60.72581188889248,0.001960167255882932,-67.42430108887166,-68.13981090299548,-68.13981090299548,-68.1398109029956,0.001960167255882932
2021-02-08,-58.01690330578546,-58.173242699796845,-58.173242699796845,0.001985922226825088,-61.69810459595026,-61.85281703983237,-61.85281703983237,0.001985922226825088,-54.271622332698,-54.60950104212004,-54.60950104212004,0.001985922226825088,-60.57091358747746,-60.72581188889248,-60.72581188889248,0.001985922226825088,-67.43380001636123,-68.15674731352495,-68.15674731352495,-68.15674731352492,0.001985922226825088
2021-02-09,-58.019363140489055,-58.173242699796845,-58.173242699796845,0.0020176680963488024,-61.70053883231752,-61.85281703983237,-61.85281703983237,0.0020176680963488024,-54.27693849616588,-54.60950104212004,-54.60950104212004,0.0020176680963488024,-60.5733507481161,-60.72581188889248,-60.72581188889248,0.0020176680963488024,-67.44605062120269,-68.21241011338086,-68.21241011338086,-68.21241011338077,0.0020176680963488024
2021-02-10,-58.02150284798591,-58.173242699796845,-58.173242699796845,0.002046119551261453,-61.70265627289062,-61.85281703983237,-61.85281703983237,0.002046119551261453,-54.281562804787576,-54.60950104212004,-54.60950104212004,0.002046119551261453,-60.57547073239067,-60.72581188889248,-60.72581188889248,0.002046119551261453,-67.45627720400205,-68.18150724626936,-68.18150724626936,-68.18150724626936,0.002046119551261453
2021-02-11,-58.02426626013513,-58.173242699796845,-58.173242699796845,0.002084073684408169,-61.7053909275167,-61.85281703983237,-61.85281703983237,0.002084073684408169,-54.28753505596895,-54.60950104212004,-54.60950104212004,0.002084073684408169,-60.57820867218322,-60.72581188889248,-60.72581188889248,0.002084073684408169,-67.46931219254171,-68.17203262613802,-68.17203262613802,-68.17203262613803,0.002084073684408169
2021-02-12,-58.02669967027174,-58.173242699796845,-58.173242699796845,0.002118680625767006,-61.707799014305124,-61.85281703983237,-61.85281703983237,0.002118680625767006,-54.29279411099897,-54.60950104212004,-54.60950104212004,0.002118680625767006,-60.58061965182926,-60.72581188889248,-60.72581188889248,0.002118680625767006,-67.48194209987213,-68.24253105891454,-68.24253105891454,-68.24253105891457,0.002118680625767006
