time,initial_guess.delta_dissolved,initial_guess.delta_emission,initial_guess.delta_bubble,initial_guess.ch4_conc_mb,all_observations.delta_dissolved,all_observations.delta_emission,all_observations.delta_bubble,all_observations.ch4_conc_mb,no_winter_obs.delta_dissolved,no_winter_obs.delta_emission,no_winter_obs.delta_bubble,no_winter_obs.ch4_conc_mb,no_winter_emission_obs.delta_dissolved,no_winter_emission_obs.delta_emission,no_winter_emission_obs.delta_bubble,no_winter_emission_obs.ch4_conc_mb,temperature_based.delta_dissolved,temperature_based.delta_emission,temperature_based.delta_bubble,temperature_based.C13_sed_prod,temperature_based.ch4_conc_mb
2022-03-07,-56.55415362572369,-58.173242699796845,-58.173242699796845,0.003243776977875893,-60.25069324387966,-61.85281703983237,-61.85281703983237,0.003243776977875893,-51.0648057645503,-54.60950104212004,-54.60950104212004,0.003243776977875893,-59.12176344593656,-60.72581188889248,-60.72581188889248,0.003243776977875893,-64.37884952078643,-66.79677901634251,-66.79677901634251,-66.79677901634255,0.003243776977875893
2022-03-08,-56.228407545123815,-58.173242699796845,-58.173242699796845,0.0031897264836582783,-59.928339827644564,-61.85281703983237,-61.85281703983237,0.0031897264836582783,-50.359721027000035,-54.60950104212004,-54.60950104212004,0.0031897264836582783,-58.79902278347393,-60.72581188889248,-60.72581188889248,0.0031897264836582783,-64.06366616629877,-66.78630784981776,-66.78630784981776,-66.78630784981775,0.0031897264836582783
2022-03-09,-56.24525464871588,-58.173242699796845,-58.173242699796845,0.003217598882800242,-59.94501058088375,-61.85281703983237,-61.85281703983237,0.003217598882800242,-50.396534678782466,-54.60950104212004,-54.60950104212004,0.003217598882800242,-58.815713563451276,-60.72581188889248,-60.72581188889248,0.003217598882800242,-64.0870165102294,-66.75923751492252,-66.75923751492252,-66.75923751492256,0.003217598882800242
2022-03-10,-56.26471167657565,-58.173242699796845,-58.173242699796845,0.0032504015516292128,-59.964263938497744,-61.85281703983237,-61.85281703983237,0.0032504015516292128,-50.439051438083915,-54.60950104212004,-54.60950104212004,0.0032504015516292128,-58.83499005031156,-60.72581188889248,-60.72581188889248,0.0032504015516292128,-64.11448247463281,-66.80860644485776,-66.80860644485776,-66.80860644485773,0.0032504015516292128
2022-03-11,-56.284742061759374,-58.173242699796845,-58.173242699796845,0.0032848769411363337,-59.98408465170557,-61.85281703983237,-61.85281703983237,0.0032848769411363337,-50.48282107606295,-54.60950104212004,-54.60950104212004,0.0032848769411363337,-58.85483457433527,-60.72581188889248,-60.72581188889248,0.0032848769411363337,-64.14310317406758,-66.84151404575589,-66.84151404575589,-66.84151404575603,0.0032848769411363337
2022-03-12,-56.30156664430008,-58.173242699796845,-58.173242699796845,0.0033144048517327325,-60.00073311963661,-61.85281703983237,-61.85281703983237,0.0033144048517327325,-50.519585515697905,-54.60950104212004,-54.60950104212004,0.0033144048517327325,-58.87150304223332,-60.72581188889248,-60.72581188889248,0.0033144048517327325,-64.16704310735288,-66.83027708607814,-66.83027708607814,-66.83027708607814,0.0033144048517327325
2022-03-13,-56.31585034635245,-58.173242699796845,-58.173242699796845,0.003339893258258822,-60.01486730424321,-61.85281703983237,-61.85281703983237,0.003339893258258822,-50.550797719661865,-54.60950104212004,-54.60950104212004,0.003339893258258822,-58.885654206373374,-60.72581188889248,-60.72581188889248,0.003339893258258822,-64.1876554451225,-66.86799688737288,-66.86799688737288,-66.86799688737283,0.003339893258258822
2022-03-14,-56.331139762126895,-58.173242699796845,-58.173242699796845,0.003367614302302438,-60.02999667506681,-61.85281703983237,-61.85281703983237,0.003367614302302438,-50.584207571106155,-54.60950104212004,-54.60950104212004,0.003367614302302438,-58.90080175225765,-60.72581188889248,-60.72581188889248,0.003367614302302438,-64.20962300603072,-66.85632377468231,-66.85632377468231,-66.8563237746823,0.003367614302302438
2022-03-15,-56.34769323767252,-58.173242699796845,-58.173242699796845,0.0033981507090977566,-60.04637687386849,-61.85281703983237,-61.85281703983237,0.0033981507090977566,-50.62037959801835,-54.60950104212004,-54.60950104212004,0.0033981507090977566,-58.917201628751805,-60.72581188889248,-60.72581188889248,0.0033981507090977566,-64.23357084735481,-66.8745853417123,-66.8745853417123,-66.87458534171229,0.0033981507090977566
2022-03-16,-56.363939628019445,-58.173242699796845,-58.173242699796845,0.0034286639402629853,-60.06245320194581,-61.85281703983237,-61.85281703983237,0.0034286639402629853,-50.65588059400139,-54.60950104212004,-54.60950104212004,0.0034286639402629853,-58.933297269478714,-60.72581188889248,-60.72581188889248,0.0034286639402629853,-64.25722756831398,-66.89179296936354,-66.89179296936354,-66.89179296936358,0.0034286639402629853
2022-03-17,-56.37858306714427,-58.173242699796845,-58.173242699796845,0.0034566399590995776,-60.07694335800651,-61.85281703983237,-61.85281703983237,0.0034566399590995776,-50.68787888177151,-54.60950104212004,-54.60950104212004,0.0034566399590995776,-58.94780483270512,-60.72581188889248,-60.72581188889248,0.0034566399590995776,-64.27850506146704,-66.88621611353717,-66.88621611353717,-66.88621611353716,0.0034566399590995776
2022-03-18,-56.39122052973234,-58.173242699796845,-58.173242699796845,0.003481153210896975,-60.08944853548259,-61.85281703983237,-61.85281703983237,0.003481153210896975,-50.71549378569773,-54.60950104212004,-54.60950104212004,0.003481153210896975,-58.9603250327726,-60.72581188889248,-60.72581188889248,0.003481153210896975,-64.29685332664492,-66.88416190234203,-66.88416190234203,-66.88416190234199,0.003481153210896975
2022-03-19,-56.4039892202306,-58.173242699796845,-58.173242699796845,0.003506276670277106,-60.10208356721491,-61.85281703983237,-61.85281703983237,0.003506276670277106,-50.74339544387607,-54.60950104212004,-54.60950104212004,0.003506276670277106,-58.97297524309164,-60.72581188889248,-60.72581188889248,0.003506276670277106,-64.3157009235632,-66.92725897124797,-66.92725897124797,-66.92725897124798,0.003506276670277106
2022-03-20,-56.41711915711145,-58.173242699796845,-58.173242699796845,0.0035324919052808785,-60.11507606391253,-61.85281703983237,-61.85281703983237,0.0035324919052808785,-50.77208648394782,-54.60950104212004,-54.60950104212004,0.0035324919052808785,-58.98598334780214,-60.72581188889248,-60.72581188889248,0.0035324919052808785,-64.3351674970023,-66.93881351771336,-66.93881351771336,-66.9388135177134,0.0035324919052808785
2022-03-21,-56.42933565275465,-58.173242699796845,-58.173242699796845,0.003557237875568571,-60.127164680997545,-61.85281703983237,-61.85281703983237,0.003557237875568571,-50.79878150687278,-54.60950104212004,-54.60950104212004,0.003557237875568571,-58.998086487060505,-60.72581188889248,-60.72581188889248,0.003557237875568571,-64.353215126425,-66.92951761544785,-66.92951761544785,-66.92951761544771,0.003557237875568571
2022-03-22,-56.44236961426974,-58.173242699796845,-58.173242699796845,0.0035840248780111845,-60.140062206970214,-61.85281703983237,-61.85281703983237,0.0035840248780111845,-50.827262825215435,-54.60950104212004,-54.60950104212004,0.0035840248780111845,-59.010999506956985,-60.72581188889248,-60.72581188889248,0.0035840248780111845,-64.37278340925113,-66.97139581382083,-66.97139581382083,-66.97139581382086,0.0035840248780111845
2022-03-23,-56.45503121580076,-58.173242699796845,-58.173242699796845,0.0036104357682335466,-60.152591270710154,-61.85281703983237,-61.85281703983237,0.0036104357682335466,-50.854930476644356,-54.60950104212004,-54.60950104212004,0.0036104357682335466,-59.023543621983144,-60.72581188889248,-60.72581188889248,0.0036104357682335466,-64.39186724239998,-66.98159186724662,-66.98159186724662,-66.98159186724658,0.0036104357682335466
2022-03-24,-56.46697933951184,-58.173242699796845,-58.173242699796845,0.00363571787544733,-60.16441432509867,-61.85281703983237,-61.85281703983237,0.00363571787544733,-50.881039063402135,-54.60950104212004,-54.60950104212004,0.00363571787544733,-59.0353808795222,-60.72581188889248,-60.72581188889248,0.00363571787544733,-64.40980601005641,-66.97156907186074,-66.97156907186074,-66.97156907186078,0.00363571787544733
2022-03-25,-56.47745120707137,-58.173242699796845,-58.173242699796845,0.003658169194633394,-60.174776576335745,-61.85281703983237,-61.85281703983237,0.003658169194633394,-50.903921791210394,-54.60950104212004,-54.60950104212004,0.003658169194633394,-59.04575557903269,-60.72581188889248,-60.72581188889248,0.003658169194633394,-64.4255032275386,-66.96747653974444,-66.96747653974444,-66.96747653974442,0.003658169194633394
2022-03-26,-56.48823929648794,-58.173242699796845,-58.173242699796845,0.003681590308380031,-60.18545173931567,-61.85281703983237,-61.85281703983237,0.003681590308380031,-50.92749551502595,-54.60950104212004,-54.60950104212004,0.003681590308380031,-59.05644356619,-60.72581188889248,-60.72581188889248,0.003681590308380031,-64.44186313112988,-66.99713424216792,-66.99713424216792,-66.99713424216797,0.003681590308380031
2022-03-27,-56.49927573520009,-58.173242699796845,-58.173242699796845,0.0037058629772326137,-60.19637265194622,-61.85281703983237,-61.85281703983237,0.0037058629772326137,-50.95161192230324,-54.60950104212004,-54.60950104212004,0.0037058629772326137,-59.06737759821934,-60.72581188889248,-60.72581188889248,0.0037058629772326137,-64.45870764266937,-67.01362201200567,-67.01362201200567,-67.01362201200563,0.0037058629772326137
2022-03-28,-56.512992933557825,-58.173242699796845,-58.173242699796845,0.0037364812965839807,-60.20994626284659,-61.85281703983237,-61.85281703983237,0.0037364812965839807,-50.98158622388071,-54.60950104212004,-54.60950104212004,0.0037364812965839807,-59.08096751523051,-60.72581188889248,-60.72581188889248,0.0037364812965839807,-64.47976461804328,-67.02837822921104,-67.02837822921104,-67.02837822921109,0.0037364812965839807
2022-03-29,-56.52488773226805,-58.173242699796845,-58.173242699796845,0.003763444355987065,-60.22171655042408,-61.85281703983237,-61.85281703983237,0.003763444355987065,-51.00757828686886,-54.60950104212004,-54.60950104212004,0.003763444355987065,-59.09275194256913,-60.72581188889248,-60.72581188889248,0.003763444355987065,-64.49768872840289,-66.9815724048044,-66.9815724048044,-66.98157240480435,0.003763444355987065
2022-03-30,-56.53641302680057,-58.173242699796845,-58.173242699796845,0.0037899436340577547,-60.23312120168101,-61.85281703983237,-61.85281703983237,0.0037899436340577547,-51.032762923342915,-54.60950104212004,-54.60950104212004,0.0037899436340577547,-59.1041702943449,-60.72581188889248,-60.72581188889248,0.0037899436340577547,-64.51493504944949,-66.96426855322125,-66.96426855322125,-66.96426855322126,0.0037899436340577547
2022-03-31,-56.5486387035552,-58.173242699796845,-58.173242699796845,0.0038184642002364547,-60.24521890377243,-61.85281703983237,-61.85281703983237,0.0038184642002364547,-51.059478008484646,-54.60950104212004,-54.60950104212004,0.0038184642002364547,-59.11628252952372,-60.72581188889248,-60.72581188889248,0.0038184642002364547,-64.53326204312381,-66.9686370133209,-66.9686370133209,-66.96863701332087,0.0038184642002364547
2022-04-01,-56.55915798088618,-58.173242699796845,-58.173242699796845,0.0038433498109047295,-60.255628068509814,-61.85281703983237,-61.85281703983237,0.0038433498109047295,-51.082464334326616,-54.60950104212004,-54.60950104212004,0.0038433498109047295,-59.12670419889232,-60.72581188889248,-60.72581188889248,0.0038433498109047295,-64.548790759556,-66.93152705495653,-66.93152705495653,-66.93152705495656,0.0038433498109047295
2022-04-02,-56.57158056218592,-58.173242699796845,-58.173242699796845,0.003873159047427319,-60.26792061400943,-61.85281703983237,-61.85281703983237,0.003873159047427319,-51.10960968781186,-54.60950104212004,-54.60950104212004,0.003873159047427319,-59.13901151154655,-60.72581188889248,-60.72581188889248,0.003873159047427319,-64.56699733626525,-66.91439872305882,-66.91439872305882,-66.9143987230587,0.003873159047427319
2022-04-03,-56.583870752112354,-58.173242699796845,-58.173242699796845,0.0039031091546866473,-60.280082153968294,-61.85281703983237,-61.85281703983237,0.0039031091546866473,-51.13646574468933,-54.60950104212004,-54.60950104212004,0.0039031091546866473,-59.1511876612818,-60.72581188889248,-60.72581188889248,0.0039031091546866473,-64.58500018945945,-66.91313588277991,-66.91313588277991,-66.91313588277995,0.0039031091546866473
2022-04-04,-56.59468863144701,-58.173242699796845,-58.173242699796845,0.003929857281160568,-60.290786795034634,-61.85281703983237,-61.85281703983237,0.003929857281160568,-51.160104564304646,-54.60950104212004,-54.60950104212004,0.003929857281160568,-59.16190516193787,-60.72581188889248,-60.72581188889248,0.003929857281160568,-64.6007389031108,-66.89734526152769,-66.89734526152769,-66.89734526152785,0.003929857281160568
2022-04-05,-56.603632663353665,-58.173242699796845,-58.173242699796845,0.003952250594210107,-60.29963720353748,-61.85281703983237,-61.85281703983237,0.003952250594210107,-51.17964872359282,-54.60950104212004,-54.60950104212004,0.003952250594210107,-59.17076620252271,-60.72581188889248,-60.72581188889248,0.003952250594210107,-64.61324730311402,-66.80837701525554,-66.80837701525554,-66.80837701525562,0.003952250594210107
2022-04-06,-56.61408283510782,-58.173242699796845,-58.173242699796845,0.003978740307330366,-60.30997798607418,-61.85281703983237,-61.85281703983237,0.003978740307330366,-51.20248404254924,-54.60950104212004,-54.60950104212004,0.003978740307330366,-59.18111940754211,-60.72581188889248,-60.72581188889248,0.003978740307330366,-64.62797192705894,-66.82487770219015,-66.82487770219015,-66.82487770219018,0.003978740307330366
2022-04-07,-56.62403653365244,-58.173242699796845,-58.173242699796845,0.004004303839461944,-60.31982749233189,-61.85281703983237,-61.85281703983237,0.004004303839461944,-51.22423448707936,-54.60950104212004,-54.60950104212004,0.004004303839461944,-59.19098074610785,-60.72581188889248,-60.72581188889248,0.004004303839461944,-64.64198510424634,-66.82301363434584,-66.82301363434584,-66.82301363434584,0.004004303839461944
2022-04-08,-56.635974299216855,-58.173242699796845,-58.173242699796845,0.004035399541726097,-60.331640296999666,-61.85281703983237,-61.85281703983237,0.004035399541726097,-51.25032043960809,-54.60950104212004,-54.60950104212004,0.004035399541726097,-59.20280774161291,-60.72581188889248,-60.72581188889248,0.004035399541726097,-64.6587651784194,-66.81959482835886,-66.81959482835886,-66.81959482835887,0.004035399541726097
2022-04-09,-56.64470271790967,-58.173242699796845,-58.173242699796845,0.0040584428753714695,-60.34027734926206,-61.85281703983237,-61.85281703983237,0.0040584428753714695,-51.26939344907888,-54.60950104212004,-54.60950104212004,0.0040584428753714695,-59.21145516965054,-60.72581188889248,-60.72581188889248,0.0040584428753714695,-64.67038958079662,-66.7060806291231,-66.7060806291231,-66.70608062912308,0.0040584428753714695
2022-04-10,-56.65290513521404,-58.173242699796845,-58.173242699796845,0.004080338698275845,-60.348393906158314,-61.85281703983237,-61.85281703983237,0.004080338698275845,-51.287317060265906,-54.60950104212004,-54.60950104212004,0.004080338698275845,-59.219581477045644,-60.72581188889248,-60.72581188889248,0.004080338698275845,-64.68145145687065,-66.73179650836735,-66.73179650836735,-66.7317965083674,0.004080338698275845
2022-04-11,-56.66241006935368,-58.173242699796845,-58.173242699796845,0.004106008881599161,-60.35779934554009,-61.85281703983237,-61.85281703983237,0.004106008881599161,-51.308086881838854,-54.60950104212004,-54.60950104212004,0.004106008881599161,-59.228998215273386,-60.72581188889248,-60.72581188889248,0.004106008881599161,-64.69448681278256,-66.76648865646217,-66.76648865646217,-66.76648865646213,0.004106008881599161
2022-04-12,-55.69635444352228,-58.173242699796845,-58.173242699796845,0.0038675844399851784,-59.40180595910183,-61.85281703983237,-61.85281703983237,0.0038675844399851784,-49.21676445839773,-54.60950104212004,-54.60950104212004,0.0038675844399851784,-58.2718563848722,-60.72581188889248,-60.72581188889248,0.0038675844399851784,-63.748694921809125,-66.90038091929895,-66.90038091929895,-66.90038091929891,0.0038675844399851784
2022-04-13,-55.71178557160117,-58.173242699796845,-58.173242699796845,0.0038918307249054505,-59.4170758711835,-61.85281703983237,-61.85281703983237,0.0038918307249054505,-49.25036145604522,-54.60950104212004,-54.60950104212004,0.0038918307249054505,-58.28714464084672,-60.72581188889248,-60.72581188889248,0.0038918307249054505,-63.76684834238455,-66.66254503084068,-66.66254503084068,-66.6625450308406,0.0038918307249054505
2022-04-14,-52.26804793653095,-58.173242699796845,-58.173242699796845,0.003156886357453848,-56.00923121130763,-61.85281703983237,-61.85281703983237,0.003156886357453848,-41.78617263233064,-54.60950104212004,-54.60950104212004,0.003156886357453848,-54.87520610470953,-60.72581188889248,-60.72581188889248,0.003156886357453848,-60.384882535856164,-66.86668725059918,-66.86668725059918,-66.86668725059927,0.003156886357453848
2022-04-15,-48.895416164973504,-58.173242699796845,-58.173242699796845,0.002569000531036144,-52.671832756484235,-61.85281703983237,-61.85281703983237,0.002569000531036144,-34.444593747568476,-54.60950104212004,-54.60950104212004,0.002569000531036144,-51.53379835884597,-60.72581188889248,-60.72581188889248,0.002569000531036144,-57.07267373340375,-66.74495501454192,-66.74495501454192,-66.74495501454186,0.002569000531036144
2022-04-16,-47.111289363625964,-58.173242699796845,-58.173242699796845,0.00229641608778682,-50.90639075181647,-61.85281703983237,-61.85281703983237,0.00229641608778682,-30.542882571609752,-54.60950104212004,-54.60950104212004,0.00229641608778682,-49.76623551270598,-60.72581188889248,-60.72581188889248,0.00229641608778682,-55.326111909892006,-66.70747987782666,-66.70747987782666,-66.7074798778267,0.00229641608778682
2022-04-17,-45.80903938765146,-58.173242699796845,-58.173242699796845,0.0021125531599779116,-49.61779937361632,-61.85281703983237,-61.85281703983237,0.0021125531599779116,-27.6870294457251,-54.60950104212004,-54.60950104212004,0.0021125531599779116,-48.47609613826043,-60.72581188889248,-60.72581188889248,0.0021125531599779116,-54.05332330112211,-66.66640869745876,-66.66640869745876,-66.66640869745872,0.0021125531599779116
2022-04-18,-44.67473102101383,-58.173242699796845,-58.173242699796845,0.001962892501084754,-48.49540487821358,-61.85281703983237,-61.85281703983237,0.001962892501084754,-25.19293916061949,-54.60950104212004,-54.60950104212004,0.001962892501084754,-47.35235330076071,-60.72581188889248,-60.72581188889248,0.001962892501084754,-52.94911112519096,-66.68591180577255,-66.68591180577255,-66.68591180577249,0.001962892501084754
2022-04-19,-29.71683469668185,-48.953677085654796,-58.173242699796404,0.0009449840014954596,-33.69380016490631,-52.72960290543821,-61.85281703983237,0.0009449840014954596,7.429898959583792,-34.50941255185511,-54.60950104212004,0.0009449840014954596,-32.53207553209403,-51.59134902130666,-60.72581188889203,0.0009449840014954596,-38.237786934957164,-57.259692801801364,-66.37624663632901,-66.37624663632916,0.0009449840014954596
2022-04-20,-21.36948675342387,-48.86175687151223,-58.173242699796845,0.0005329502556362543,-25.435472071056232,-52.63909461230028,-61.85281703983225,0.0005329502556362543,10.0,-38.263059276697476,-54.609501042121146,0.0005329502556362543,-24.261585791768514,-51.50022836319265,-60.72581188889248,0.0005329502556362543,-30.055071308896842,-57.27773486711283,-66.49790638593223,-66.49790638593225,0.0005329502556362543
2022-04-21,-23.282313966884626,-55.43109973751724,-58.17324269979718,0.0004988471876330218,-27.330912399653794,-59.139676367131926,-61.85281703983259,0.0004988471876330218,7.730617788129557,-49.71007519345146,-54.60950104211937,0.0004988471876330218,-26.155834452592064,-58.00889308576203,-60.72581188889225,0.0004988471876330218,-31.962087338292754,-63.756813208072714,-66.46875649586804,-66.4687564958686,0.0004988471876330218
2022-04-22,-25.532519514176787,-56.24451264325943,-58.17324269979751,0.0004992395410421898,-29.560411557122634,-59.9446689666966,-61.85281703983292,0.0004992395410421898,4.178726140737332,-51.13572320658135,-54.609501042120144,0.0004992395410421898,-28.384025679766502,-58.81474592417891,-60.72581188889225,0.0004992395410421898,-34.18811501541019,-64.48769261140863,-66.39052274568836,-66.390522745689,0.0004992395410421898
2022-04-23,-27.368279183964784,-55.85620480311441,-58.17324269979751,0.0004984047117525983,-31.37888649781995,-59.5606782456922,-61.85281703983303,0.0004984047117525983,1.2458264934478436,-50.40826540147319,-54.60950104212059,0.0004984047117525983,-30.201742827355325,-58.429901856725195,-60.7258118888927,0.0004984047117525983,-35.99655718881423,-64.03217022711765,-66.31241971719726,-66.31241971719653,0.0004984047117525983
2022-04-24,-28.99651868237596,-55.935937910526626,-58.17324269979562,0.0005000351317475265,-32.9922748856496,-59.63975743986,-61.85281703983081,0.0005000351317475265,-1.4129638298958636,-50.530329322690875,-54.60950104211959,0.0005000351317475265,-31.813778494166776,-58.508803881313746,-60.725811888892146,0.0005000351317475265,-37.5935153364797,-64.02828644996357,-66.22368047514826,-66.22368047514877,0.0005000351317475265
2022-04-25,-30.515840918828864,-55.91809313667413,-58.17324269979751,0.000503210324169029,-34.498742956277525,-59.62240043353915,-61.85281703983148,0.000503210324169029,-3.9320109415680315,-50.47732259074033,-54.609501042119255,0.000503210324169029,-33.317626322017624,-58.490983100684325,-60.72581188889225,0.000503210324169029,-39.07211507384423,-63.86980063701309,-66.07127825737014,-66.07127825737027,0.000503210324169029
2022-04-26,-31.885683863050684,-55.90107520704277,-58.17324269979673,0.0005055226018212993,-35.858368904407854,-59.60598459669195,-61.852817039833475,0.0005055226018212993,-6.215380930505554,-50.42655095379488,-54.609501042120925,0.0005055226018212993,-34.672993496085326,-58.473934207348286,-60.72581188889292,0.0005055226018212993,-40.39616626345288,-63.7376116290591,-65.9460150914033,-65.94601509140223,0.0005055226018212993
2022-04-27,-33.07819791265898,-55.782244024149804,-58.17324269979795,0.0005060939153216133,-37.043900266323426,-59.489079989237126,-61.85281703983314,0.0005060939153216133,-8.238879156779454,-50.19141386764918,-54.60950104212004,0.0005060939153216133,-35.852082055370495,-58.35589959764802,-60.72581188889292,0.0005060939153216133,-41.53842211793268,-63.476921574151945,-65.78729933184069,-65.78729933184054,0.0005060939153216133
2022-04-28,-33.953235378926024,-55.95919090503094,-58.173242699796404,0.0005033493618743455,-37.91749983110571,-59.66478995453119,-61.85281703983259,0.0005033493618743455,-9.75479647825317,-50.50914558691222,-54.60950104212004,0.0005033493618743455,-36.71580891618065,-58.53095746668719,-60.72581188889248,0.0005033493618743455,-42.37261476076526,-63.54843803582184,-65.67896899468695,-65.67896899468718,0.0005033493618743455
2022-04-29,-33.287186980867745,-55.10701999506868,-58.17324269979773,0.00044908181773937366,-37.270481019054394,-58.8240157828764,-61.85281703983314,0.00044908181773937366,-8.055336785842249,-48.87354042809259,-54.60950104212048,0.00044908181773937366,-36.05070271215327,-57.685580007477256,-60.72581188889337,0.00044908181773937366,-41.68479081171894,-62.536564826264865,-65.46675145398417,-65.466751453983,0.00044908181773937366
2022-04-30,-33.72119748006852,-56.22297151185936,-58.17324269979673,0.00043604378319454405,-37.71891257979476,-59.92792044742505,-61.85281703983237,0.00043604378319454405,-8.74714432361734,-50.95156436994304,-54.60950104212125,0.00043604378319454405,-36.47394016256145,-58.79150634281628,-60.72581188889203,0.00043604378319454405,-42.0881948164159,-63.492341319491175,-65.34747905966942,-65.34747905966972,0.00043604378319454405
2022-05-01,-34.28149877497477,-56.662307564098334,-58.17324269979618,0.00043023718406709445,-38.30040431786652,-60.36334151121193,-61.852817039831805,0.00043023718406709445,-9.76221740070038,-51.77331893638309,-54.60950104212004,0.00043023718406709445,-37.019861777956685,-59.226626519234465,-60.7258118888927,0.00043023718406709445,-42.62811804317668,-63.859067438562576,-65.29237522059861,-65.29237522059758,0.00043023718406709445
2022-05-02,-33.21438851099223,-55.5959777934267,-58.173242699796404,0.0003799788040632465,-37.28904509041486,-59.31634854114222,-61.85281703983237,0.0003799788040632465,-7.479224607382262,-49.74280297321361,-54.609501042119255,0.0003799788040632465,-35.946948209858334,-58.16713290080125,-60.72581188889104,0.0003799788040632465,-41.59396498539536,-62.75598225516965,-65.19281208745431,-65.192812087454,0.0003799788040632465
2022-05-03,-33.36251982194782,-56.51018460400695,-58.173242699796404,0.0003660943601423873,-37.4997878027099,-60.22043806283938,-61.85281703983214,0.0003660943601423873,-7.70784871077812,-51.46569209307969,-54.60950104212004,0.0003660943601423873,-36.07281727277489,-59.07332628886927,-60.72581188889148,0.0003660943601423873,-41.770254179046894,-63.539222015148965,-65.10322678788394,-65.10322678788481,0.0003660943601423873
2022-05-04,-33.6271843612973,-56.8857130481616,-58.17324269979673,0.00035831242576116163,-37.852706457927596,-60.59392432514023,-61.85281703983148,0.00035831242576116163,-8.175664096592428,-52.17387813753345,-54.60950104211959,0.00035831242576116163,-36.30607798795704,-59.44490841148212,-60.725811888892146,0.00035831242576116163,-42.08870386624519,-63.787256661629016,-64.98843023962087,-64.98843023962151,0.00035831242576116163
2022-05-05,-34.06671584306764,-57.08250855500024,-58.17324269979718,0.0003538705825880672,-38.41063713776294,-60.792142219290064,-61.85281703983237,0.0003538705825880672,-8.950126575835604,-52.543577607506776,-54.60950104211981,0.0003538705825880672,-36.702875093230226,-59.638859895473395,-60.72581188889225,0.0003538705825880672,-42.59873729105268,-63.83383296470255,-64.84017865998992,-64.84017865998979,0.0003538705825880672
2022-05-06,-34.70485197652784,-57.0033118501524,-58.173242699797626,0.0003490555364699437,-39.204844757156465,-60.72378515316097,-61.852817039831365,0.0003490555364699437,-10.03492812368345,-52.38739861584164,-54.60950104212059,0.0003490555364699437,-37.284195472216176,-59.55721577445027,-60.72581188889225,0.0003490555364699437,-43.316382801908745,-63.64498761440129,-64.71156629450614,-64.71156629450638,0.0003490555364699437
2022-05-07,-34.8507342708404,-56.99030517780798,-58.17324269979718,0.00033509085368912055,-39.598981649909604,-60.72408352597837,-61.85281703983259,0.00033509085368912055,-10.174408108917788,-52.355715224702585,-54.60950104211915,0.00033509085368912055,-37.35035738182302,-59.540188896657135,-60.72581188889203,0.00033509085368912055,-43.648210000132636,-63.48636671949649,-64.54633757661243,-64.54633757661293,0.00033509085368912055
2022-05-08,-35.04928711581301,-56.97354673643724,-58.17324269979562,0.00032037086888550955,-40.15308346743651,-60.7270112632987,-61.85281703983237,0.00032037086888550955,-10.402716657714972,-52.31600499269035,-54.609501042118815,0.00032037086888550955,-37.43506265281427,-59.517462489471534,-60.72581188889126,0.00032037086888550955,-44.12086058801212,-63.24024300888218,-64.28645603085559,-64.28645603085624,0.00032037086888550955
2022-05-09,-35.14290187469338,-57.12867055934554,-58.173242699796845,0.0003007615980759481,-40.76000464989449,-60.89612411228823,-61.852817039831805,0.0003007615980759481,-10.397212151520119,-52.604193105453184,-54.609501042119255,0.0003007615980759481,-37.366780207443554,-59.66633153175534,-60.72581188889203,0.0003007615980759481,-44.63626557222133,-63.3354557837298,-64.22387835489862,-64.22387835489869,0.0003007615980759481
2022-05-10,-32.30035772066009,-54.89147122729735,-58.17324269979696,0.00022323569974356568,-38.860906247367154,-58.936474428725525,-61.85281703983436,0.00022323569974356568,-4.178403047575219,-48.212713870577566,-54.6095010421197,0.00022323569974356568,-34.26252311097389,-57.36915234938142,-60.72581188889248,0.00022323569974356568,-42.62437030907973,-61.51519483787834,-64.25943181461669,-64.25943181461737,0.00022323569974356568
2022-05-11,-18.876048865987038,-51.475223527075016,-58.173242699798735,9.389551151987356e-05,-28.51574792467826,-56.17067268519967,-61.85281703983292,9.389551151987356e-05,10.0,-43.597119889655,-54.60950104212004,9.389551151987356e-05,-20.03564180333084,-53.79036656098771,-60.725811888892586,9.389551151987356e-05,-32.10044110576149,-58.847478106206296,-64.34308247364984,-64.34308247364893,9.389551151987356e-05
2022-05-12,-22.039326258622705,-55.62531387645204,-58.17324269979651,4.4424198528191784e-05,-37.03358245371435,-60.10272600615504,-61.852817039831585,4.4424198528191784e-05,10.0,-50.05365915780249,-54.60950104211981,4.4424198528191784e-05,-21.49153024380057,-57.959265471774884,-60.725811888892146,4.4424198528191784e-05,-39.938129392596224,-62.61642651027539,-64.33686681853746,-64.33686681853706,4.4424198528191784e-05
2022-05-13,,-58.17324269979654,-58.17324269979651,8.073971005438946e-06,,-61.852817039832686,-61.8528170398327,8.073971005438946e-06,,-54.609501042119724,-54.6095010421197,8.073971005438946e-06,,-60.725811888892586,-60.725811888892586,8.073971005438946e-06,,-64.27558228969149,-64.27558228969144,-64.27558228969215,8.073971005438946e-06
2022-05-14,,-58.173242699796845,-58.173242699796845,0.0,,-61.85281703983127,-61.852817039831145,0.0,,-54.609501042119035,-54.60950104211892,0.0,,-60.725811888892274,-60.72581188889225,0.0,,-64.30761001370854,-64.30761001370855,-64.30761001370828,0.0
