Observation #: 6155
---------------------------------------------------
Time(YYYYMMDD)    Depth(m) Value(celsius)   Std(%)
19960724                8.0        13.1000     10.0
19960724                9.0        11.3000     10.0
19960724               10.0        10.5000     10.0
19960724               11.0         9.8000     10.0
19960724               12.0         9.1000     10.0
19960724               13.0         8.6000     10.0
19960724               14.0         8.3000     10.0
19960724               15.0         8.1000     10.0
19960724               16.0         8.0000     10.0
19960724               17.0         7.8000     10.0
19960724               18.0         7.8000     10.0
19960724               19.0         7.8000     10.0
19960807                0.0        25.2000     10.0
19960807                1.0        25.1000     10.0
19960807                2.0        25.0000     10.0
19960807                3.0        24.3000     10.0
19960807                4.0        23.7000     10.0
19960807                5.0        21.4000     10.0
19960807                6.0        17.7000     10.0
19960807                7.0        15.7000     10.0
19960807                8.0        14.3000     10.0
19960807                9.0        12.5000     10.0
19960807               10.0        11.5000     10.0
19960807               11.0        10.6000     10.0
19960807               12.0        10.0000     10.0
19960807               13.0         9.5000     10.0
19960807               14.0         8.7000     10.0
19960807               15.0         8.5000     10.0
19960807               16.0         8.2000     10.0
19960807               17.0         8.1000     10.0
19960807               18.0         8.0000     10.0
19960807               19.0         8.0000     10.0
19960821                0.0        24.9000     10.0
19960821                1.0        24.7000     10.0
19960821                2.0        24.2000     10.0
19960821                3.0        24.0000     10.0
19960821                4.0        23.9000     10.0
19960821                5.0        23.3000     10.0
19960821                6.0        19.1000     10.0
19960821                7.0        16.0000     10.0
19960821                8.0        13.7000     10.0
19960821                9.0        12.2000     10.0
19960821               10.0        10.7000     10.0
19960821               11.0         9.8000     10.0
19960821               12.0         9.2000     10.0
19960821               13.0         8.9000     10.0
19960821               14.0         8.5000     10.0
19960821               15.0         8.3000     10.0
19960821               16.0         8.2000     10.0
19960821               17.0         8.1000     10.0
19960906                0.0        25.2000     10.0
19960906                1.0        25.0000     10.0
19960906                2.0        24.8000     10.0
19960906                3.0        24.4000     10.0
19960906                4.0        24.0000     10.0
19960906                5.0        23.2000     10.0
19960906                6.0        19.2000     10.0
19960906                7.0        16.2000     10.0
19960906                8.0        13.0000     10.0
19960906                9.0        11.8000     10.0
19960906               10.0        11.1000     10.0
19960906               11.0        10.2000     10.0
19960906               12.0         9.3000     10.0
19960906               13.0         8.8000     10.0
19960906               14.0         8.6000     10.0
19960906               15.0         8.4000     10.0
19960906               16.0         8.1000     10.0
19960906               17.0         8.1000     10.0
19960906               18.0         8.0000     10.0
19961001                0.0        16.0000     10.0
19961001                1.0        16.0000     10.0
19961001                2.0        15.9000     10.0
19961001                3.0        15.8000     10.0
19961001                4.0        15.8000     10.0
19961001                5.0        15.8000     10.0
19961001                6.0        15.7000     10.0
19961001                7.0        15.7000     10.0
19961001                8.0        15.5000     10.0
19961001                9.0        13.5000     10.0
19961001               10.0        11.1000     10.0
19961001               11.0        10.1000     10.0
19961001               12.0         9.3000     10.0
19961001               13.0         8.9000     10.0
19961001               14.0         8.5000     10.0
19961001               15.0         8.4000     10.0
19961001               16.0         8.3000     10.0
19961001               17.0         8.1000     10.0
19961001               18.0         8.1000     10.0
19961014                0.0        13.9000     10.0
19961014                1.0        13.7000     10.0
19961014                2.0        13.7000     10.0
19961014                3.0        13.6000     10.0
19961014                4.0        13.6000     10.0
19961014                5.0        13.6000     10.0
19961014                6.0        13.5000     10.0
19961014                7.0        13.5000     10.0
19961014                8.0        13.3000     10.0
19961014                9.0        13.2000     10.0
19961014               10.0        12.8000     10.0
19961014               10.5        11.9000     10.0
19961014               11.0        11.5000     10.0
19961014               12.0         9.3000     10.0
19961014               13.0         8.8000     10.0
19961014               14.0         8.3000     10.0
19961014               15.0         8.2000     10.0
19961014               16.0         8.2000     10.0
19961029                1.0        11.4000     10.0
19961029                2.0        11.4000     10.0
19961029                3.0        11.4000     10.0
19961029                4.0        11.4000     10.0
19961029                5.0        11.4000     10.0
19961029                6.0        11.4000     10.0
19961029                7.0        11.4000     10.0
19961029                8.0        11.4000     10.0
19961029                9.0        11.4000     10.0
19961029               10.0        11.4000     10.0
19961029               11.0        11.4000     10.0
19961029               12.0        11.4000     10.0
19961029               13.0        11.3000     10.0
19961029               13.5        10.4000     10.0
19961029               14.0        10.4000     10.0
19961029               14.5         8.9000     10.0
19961029               15.0         8.3000     10.0
19961029               16.0         8.1000     10.0
19961029               17.0         8.2000     10.0
19970115                0.0         0.0000     10.0
19970115                1.0         0.7000     10.0
19970115                2.0         1.0000     10.0
19970115                3.0         1.3000     10.0
19970115                4.0         1.8000     10.0
19970115                5.0         1.9000     10.0
19970115                6.0         1.9000     10.0
19970115                7.0         2.0000     10.0
19970115                8.0         2.0000     10.0
19970115                9.0         2.1000     10.0
19970115               10.0         2.1000     10.0
19970115               11.0         2.2000     10.0
19970115               12.0         2.3000     10.0
19970115               13.0         2.4000     10.0
19970115               14.0         2.4000     10.0
19970115               15.0         2.5000     10.0
19970115               16.0         2.6000     10.0
19970115               17.0         2.7000     10.0
19970115               18.0         2.8000     10.0
19970221                0.0         0.5000     10.0
19970221                1.0         2.3000     10.0
19970221                2.0         2.6000     10.0
19970221                3.0         2.6000     10.0
19970221                4.0         2.7000     10.0
19970221                5.0         2.7000     10.0
19970221                6.0         2.7000     10.0
19970221                7.0         2.7000     10.0
19970221                8.0         2.7000     10.0
19970221                9.0         2.6000     10.0
19970221               10.0         2.6000     10.0
19970221               11.0         2.7000     10.0
19970221               12.0         2.8000     10.0
19970221               13.0         2.8000     10.0
19970221               14.0         2.9000     10.0
19970221               15.0         2.9000     10.0
19970221               16.0         3.0000     10.0
19970221               17.0         3.0000     10.0
19970221               18.0         3.2000     10.0
19970410                0.0         5.6000     10.0
19970410                1.0         5.7000     10.0
19970410                2.0         5.5000     10.0
19970410                3.0         5.4000     10.0
19970410                4.0         5.4000     10.0
19970410                5.0         5.4000     10.0
19970410                6.0         5.2000     10.0
19970410                7.0         5.2000     10.0
19970410                8.0         5.2000     10.0
19970410                9.0         5.1000     10.0
19970410               10.0         5.1000     10.0
19970410               11.0         5.1000     10.0
19970410               12.0         5.1000     10.0
19970410               13.0         5.1000     10.0
19970410               14.0         5.0000     10.0
19970410               15.0         5.0000     10.0
19970410               16.0         5.0000     10.0
19970410               17.0         5.0000     10.0
19970410               18.0         5.0000     10.0
19970430                0.0        12.8000     10.0
19970430                1.0        12.8000     10.0
19970430                2.0        12.8000     10.0
19970430                3.0        12.8000     10.0
19970430                4.0        12.8000     10.0
19970430                5.0        11.4000     10.0
19970430                6.0         7.7000     10.0
19970430                7.0         6.9000     10.0
19970430                8.0         6.5000     10.0
19970430                8.5         6.3000     10.0
19970430                9.0         6.2000     10.0
19970430               10.0         6.0000     10.0
19970430               11.0         5.9000     10.0
19970430               12.0         5.8000     10.0
19970430               13.0         5.7000     10.0
19970430               14.0         5.7000     10.0
19970430               15.0         5.7000     10.0
19970430               16.0         5.7000     10.0
19970430               17.0         5.7000     10.0
19970430               18.0         5.7000     10.0
19970512                0.0        12.0000     10.0
19970512                1.0        12.0000     10.0
19970512                2.0        12.0000     10.0
19970512                3.0        12.0000     10.0
19970512                4.0        11.9000     10.0
19970512                5.0        11.9000     10.0
19970512                6.0        11.9000     10.0
19970512                7.0        11.9000     10.0
19970512                8.0        11.9000     10.0
19970512                9.0        11.6000     10.0
19970512               10.0        10.2000     10.0
19970512               10.5        10.1000     10.0
19970512               11.0         9.8000     10.0
19970512               11.5         7.5000     10.0
19970512               12.0         6.8000     10.0
19970512               12.5         6.2000     10.0
19970512               13.0         6.1000     10.0
19970512               14.0         6.0000     10.0
19970512               15.0         5.8000     10.0
19970512               16.0         5.8000     10.0
