Observation #: 5278
---------------------------------------------------------
Time(yyyymmdd)       Depth(m)   Value(celsius)   Std (%)
20060907                  13.0           5.3000      10.0
20060907                  14.0           5.1000      10.0
20060907                  15.0           5.0000      10.0
20060907                  16.0           5.0000      10.0
20060907                  17.0           4.9000      10.0
20060907                  18.0           4.8000      10.0
20060907                  19.0           4.8000      10.0
20060907                  20.0           4.8000      10.0
20060907                  21.0           4.8000      10.0
20060907                  22.0           4.7000      10.0
20060907                  23.0           4.7000      10.0
20060907                  24.0           4.7000      10.0
20060907                  25.0           4.7000      10.0
20060907                  26.0           4.7000      10.0
20060907                  27.0           4.7000      10.0
20060907                  28.0           4.7000      10.0
20060907                  29.0           4.7000      10.0
20060907                  30.0           4.7000      10.0
20060907                  31.0           4.7000      10.0
20060907                  32.0           4.7000      10.0
20060907                  33.0           4.7000      10.0
20060907                  34.0           4.7000      10.0
20060907                  35.0           4.6000      10.0
20060925                   0.1          15.7000      10.0
20060925                   1.0          15.8000      10.0
20060925                   2.0          15.8000      10.0
20060925                   3.0          15.8000      10.0
20060925                   4.0          15.7000      10.0
20060925                   5.0          15.7000      10.0
20060925                   6.0          15.7000      10.0
20060925                   7.0          11.8000      10.0
20060925                   8.0           9.1000      10.0
20060925                   9.0           7.5000      10.0
20060925                  10.0           6.7000      10.0
20060925                  11.0           6.2000      10.0
20060925                  12.0           5.8000      10.0
20060925                  13.0           5.5000      10.0
20060925                  14.0           5.3000      10.0
20060925                  15.0           5.2000      10.0
20060925                  16.0           5.1000      10.0
20060925                  17.0           5.0000      10.0
20060925                  18.0           4.9000      10.0
20060925                  19.0           4.8000      10.0
20060925                  20.0           4.8000      10.0
20060925                  23.0           4.8000      10.0
20060925                  24.0           4.8000      10.0
20060925                  25.0           4.7000      10.0
20060925                  26.0           4.7000      10.0
20060925                  27.0           4.7000      10.0
20060925                  28.0           4.7000      10.0
20060925                  29.0           4.7000      10.0
20060925                  30.0           4.7000      10.0
20060925                  31.0           4.7000      10.0
20060925                  32.0           4.7000      10.0
20060925                  33.0           4.7000      10.0
20060925                  34.0           4.7000      10.0
20060925                  35.0           4.7000      10.0
20061013                   0.1          11.3000      10.0
20061013                   1.0          11.3000      10.0
20061013                   2.0          11.5000      10.0
20061013                   3.0          11.5000      10.0
20061013                   4.0          11.6000      10.0
20061013                   5.0          11.6000      10.0
20061013                   6.0          11.6000      10.0
20061013                   7.0          11.6000      10.0
20061013                   8.0          11.6000      10.0
20061013                   9.0           7.9000      10.0
20061013                  10.0           6.8000      10.0
20061013                  11.0           6.3000      10.0
20061013                  12.0           6.0000      10.0
20061013                  13.0           5.7000      10.0
20061013                  14.0           5.4000      10.0
20061013                  15.0           5.2000      10.0
20061013                  16.0           5.1000      10.0
20061013                  17.0           5.1000      10.0
20061013                  18.0           5.0000      10.0
20061013                  19.0           4.9000      10.0
20061013                  20.0           4.9000      10.0
20061013                  21.0           4.8000      10.0
20061013                  22.0           4.8000      10.0
20061013                  23.0           4.8000      10.0
20061013                  24.0           4.7000      10.0
20061013                  25.0           4.7000      10.0
20061013                  26.0           4.7000      10.0
20061013                  27.0           4.7000      10.0
20061013                  28.0           4.7000      10.0
20061013                  29.0           4.7000      10.0
20061013                  30.0           4.7000      10.0
20061013                  31.0           4.7000      10.0
20061013                  32.0           4.7000      10.0
20061013                  33.0           4.7000      10.0
20061013                  34.0           4.7000      10.0
20061013                  35.0           4.7000      10.0
20061013                  36.0           4.7000      10.0
20061013                  37.0           4.6000      10.0
20061025                   0.1           8.5000      10.0
20061025                   1.0           8.6000      10.0
20061025                   2.0           8.7000      10.0
20061025                   3.0           8.8000      10.0
20061025                   4.0           8.8000      10.0
20061025                   5.0           8.8000      10.0
20061025                   6.0           8.8000      10.0
20061025                   7.0           8.8000      10.0
20061025                   8.0           8.8000      10.0
20061025                   9.0           8.7000      10.0
20061025                  10.0           8.0000      10.0
20061025                  11.0           6.5000      10.0
20061025                  12.0           5.8000      10.0
20061025                  13.0           5.6000      10.0
20061025                  14.0           5.3000      10.0
20061025                  15.0           5.1000      10.0
20061025                  16.0           5.0000      10.0
20061025                  17.0           4.9000      10.0
20061025                  18.0           4.9000      10.0
20061025                  19.0           4.8000      10.0
20061025                  20.0           4.8000      10.0
20061025                  21.0           4.8000      10.0
20061025                  22.0           4.8000      10.0
20061025                  23.0           4.8000      10.0
20061025                  24.0           4.7000      10.0
20061025                  25.0           4.7000      10.0
20061025                  26.0           4.7000      10.0
20061025                  27.0           4.7000      10.0
20061025                  28.0           4.7000      10.0
20061025                  29.0           4.7000      10.0
20061025                  30.0           4.7000      10.0
20061025                  31.0           4.7000      10.0
20061025                  32.0           4.7000      10.0
20061025                  33.0           4.7000      10.0
20061025                  34.0           4.7000      10.0
20061025                  35.0           4.7000      10.0
20061025                  36.0           4.7000      10.0
20061108                   0.1           6.5000      10.0
20061108                   1.0           6.5000      10.0
20061108                   2.0           6.5000      10.0
20061108                   3.0           6.5000      10.0
20061108                   4.0           6.5000      10.0
20061108                   5.0           6.5000      10.0
20061108                   6.0           6.4000      10.0
20061108                   7.0           6.4000      10.0
20061108                   8.0           6.2000      10.0
20061108                   9.0           6.2000      10.0
20061108                  10.0           6.2000      10.0
20061108                  11.0           6.2000      10.0
20061108                  12.0           6.2000      10.0
20061108                  13.0           6.1000      10.0
20061108                  14.0           6.1000      10.0
20061108                  15.0           6.0000      10.0
20061108                  16.0           5.8000      10.0
20061108                  17.0           5.2000      10.0
20061108                  18.0           5.1000      10.0
20061108                  19.0           5.0000      10.0
20061108                  20.0           4.9000      10.0
20061108                  21.0           4.9000      10.0
20061108                  22.0           4.8000      10.0
20061108                  23.0           4.8000      10.0
20061108                  24.0           4.8000      10.0
20061108                  25.0           4.8000      10.0
20061108                  26.0           4.8000      10.0
20061108                  27.0           4.8000      10.0
20061108                  28.0           4.8000      10.0
20061108                  29.0           4.7000      10.0
20061108                  30.0           4.7000      10.0
20061108                  31.0           4.7000      10.0
20061108                  32.0           4.7000      10.0
20061108                  33.0           4.7000      10.0
20061108                  34.0           4.7000      10.0
20061108                  35.0           4.7000      10.0
20061108                  36.0           4.7000      10.0
20061122                   0.1           5.2000      10.0
20061122                   1.0           5.1000      10.0
20061122                   2.0           5.1000      10.0
20061122                   3.0           5.1000      10.0
20061122                   4.0           5.1000      10.0
20061122                   5.0           5.1000      10.0
20061122                   6.0           5.1000      10.0
20061122                   7.0           5.1000      10.0
20061122                   8.0           5.1000      10.0
20061122                   9.0           5.1000      10.0
20061122                  10.0           5.1000      10.0
20061122                  11.0           5.1000      10.0
20061122                  12.0           5.1000      10.0
20061122                  13.0           5.1000      10.0
20061122                  14.0           5.0000      10.0
20061122                  15.0           5.0000      10.0
20061122                  16.0           5.0000      10.0
20061122                  17.0           5.0000      10.0
20061122                  18.0           5.0000      10.0
20061122                  19.0           5.0000      10.0
20061122                  20.0           5.0000      10.0
20061122                  21.0           5.0000      10.0
20061122                  22.0           5.0000      10.0
20061122                  23.0           5.0000      10.0
20061122                  24.0           5.0000      10.0
20061122                  25.0           4.9000      10.0
20061122                  26.0           4.9000      10.0
20061122                  27.0           4.9000      10.0
20061122                  28.0           4.8000      10.0
20061122                  29.0           4.8000      10.0
20061122                  30.0           4.8000      10.0
20061122                  31.0           4.8000      10.0
20061122                  32.0           4.8000      10.0
20061122                  33.0           4.8000      10.0
20061122                  34.0           4.7000      10.0
20061122                  35.0           4.7000      10.0
20070430                   0.1           8.6000      10.0
20070430                   1.0           8.1000      10.0
20070430                   2.0           8.0000      10.0
20070430                   3.0           7.6000      10.0
20070430                   4.0           7.5000      10.0
20070430                   5.0           7.0000      10.0
20070430                   6.0           6.4000      10.0
20070430                   7.0           6.1000      10.0
20070430                   8.0           5.8000      10.0
20070430                   9.0           5.5000      10.0
20070430                  10.0           5.3000      10.0
20070430                  11.0           5.1000      10.0
20070430                  12.0           5.0000      10.0
20070430                  13.0           5.0000      10.0
20070430                  14.0           4.9000      10.0
20070430                  15.0           4.9000      10.0
20070430                  16.0           4.8000      10.0
20070430                  17.0           4.8000      10.0
20070430                  18.0           4.7000      10.0
20070430                  19.0           4.7000      10.0
20070430                  20.0           4.7000      10.0
20070430                  21.0           4.7000      10.0
20070430                  22.0           4.7000      10.0
20070430                  23.0           4.6000      10.0
20070430                  24.0           4.6000      10.0
20070430                  25.0           4.6000      10.0
20070430                  26.0           4.6000      10.0
20070430                  27.0           4.6000      10.0
20070430                  28.0           4.6000      10.0
20070430                  29.0           4.6000      10.0
20070430                  30.0           4.5000      10.0
20070430                  31.0           4.5000      10.0
20070430                  32.0           4.5000      10.0
20070430                  33.0           4.5000      10.0
20070430                  34.0           4.5000      10.0
20070430                  35.0           4.5000      10.0
20070430                  36.0           4.5000      10.0
20070528                   0.1          16.9000      10.0
20070528                   1.0          16.9000      10.0
20070528                   2.0          16.9000      10.0
20070528                   3.0          16.8000      10.0
20070528                   4.0          14.3000      10.0
20070528                   5.0          11.1000      10.0
20070528                   6.0           8.5000      10.0
20070528                   7.0           7.4000      10.0
20070528                   8.0           6.6000      10.0
20070528                   9.0           5.8000      10.0
20070528                  10.0           5.5000      10.0
20070528                  11.0           5.3000      10.0
20070528                  12.0           5.2000      10.0
20070528                  13.0           5.1000      10.0
20070528                  14.0           5.0000      10.0
20070528                  15.0           4.9000      10.0
20070528                  16.0           4.9000      10.0
20070528                  17.0           4.8000      10.0
20070528                  18.0           4.8000      10.0
20070528                  19.0           4.7000      10.0
20070528                  20.0           4.7000      10.0
20070528                  21.0           4.7000      10.0
20070528                  22.0           4.6000      10.0
20070528                  23.0           4.6000      10.0
20070528                  24.0           4.6000      10.0
20070528                  25.0           4.6000      10.0
20070528                  26.0           4.6000      10.0
20070528                  27.0           4.6000      10.0
20070528                  28.0           4.6000      10.0
20070528                  29.0           4.6000      10.0
20070528                  30.0           4.6000      10.0
20070528                  31.0           4.6000      10.0
20070528                  32.0           4.6000      10.0
20070528                  33.0           4.6000      10.0
20070528                  34.0           4.5000      10.0
20070528                  35.0           4.5000      10.0
20070528                  36.1           4.5000      10.0
20070607                   0.1          17.7000      10.0
20070607                   1.0          17.7000      10.0
20070607                   2.0          17.9000      10.0
20070607                   3.0          17.9000      10.0
20070607                   4.0          14.0000      10.0
20070607                   5.0          12.0000      10.0
20070607                   6.0           9.5000      10.0
20070607                   7.0           8.2000      10.0
20070607                   8.0           6.8000      10.0
20070607                   9.0           6.2000      10.0
20070607                  10.0           5.6000      10.0
20070607                  11.0           5.5000      10.0
20070607                  12.0           5.2000      10.0
20070607                  13.0           5.1000      10.0
20070607                  14.0           5.0000      10.0
20070607                  15.0           4.9000      10.0
20070607                  16.0           4.9000      10.0
20070607                  17.0           4.8000      10.0
20070607                  18.0           4.8000      10.0
20070607                  19.0           4.7000      10.0
20070607                  20.0           4.7000      10.0
20070607                  21.0           4.7000      10.0
20070607                  22.0           4.6000      10.0
20070607                  23.0           4.6000      10.0
20070607                  24.0           4.6000      10.0
20070607                  25.0           4.6000      10.0
20070607                  26.0           4.6000      10.0
20070607                  27.0           4.6000      10.0
20070607                  28.0           4.6000      10.0
20070607                  29.0           4.5000      10.0
20070607                  30.0           4.5000      10.0
20070607                  31.0           4.5000      10.0
20070607                  32.0           4.5000      10.0
20070607                  33.0           4.5000      10.0
20070607                  34.0           4.5000      10.0
20070607                  35.0           4.5000      10.0
20070607                  36.4           4.5000      10.0
20070622                   0.1          20.9000      10.0
20070622                   1.0          21.0000      10.0
20070622                   2.0          21.0000      10.0
20070622                   3.0          21.0000      10.0
20070622                   4.0          17.2000      10.0
20070622                   5.0          12.6000      10.0
20070622                   6.0           9.3000      10.0
20070622                   7.0           7.8000      10.0
20070622                   8.0           6.7000      10.0
20070622                   9.0           6.2000      10.0
20070622                  10.0           5.7000      10.0
20070622                  11.0           5.5000      10.0
20070622                  12.0           5.2000      10.0
20070622                  13.0           5.2000      10.0
20070622                  14.0           5.0000      10.0
20070622                  15.0           4.9000      10.0
20070622                  16.0           4.8000      10.0
20070622                  17.0           4.8000      10.0
20070622                  18.0           4.7000      10.0
20070622                  19.0           4.7000      10.0
20070622                  20.0           4.6000      10.0
20070622                  21.0           4.6000      10.0
20070622                  22.0           4.6000      10.0
20070622                  23.0           4.6000      10.0
20070622                  24.0           4.6000      10.0
20070622                  25.0           4.6000      10.0
20070622                  26.0           4.6000      10.0
20070622                  27.0           4.6000      10.0
20070622                  28.0           4.6000      10.0
20070622                  29.0           4.5000      10.0
20070622                  30.0           4.5000      10.0
20070622                  31.0           4.5000      10.0
20070622                  32.0           4.5000      10.0
20070622                  33.0           4.5000      10.0
20070622                  34.0           4.5000      10.0
20070622                  35.0           4.5000      10.0
20070622                  36.6           4.5000      10.0
20070705                   0.1          21.9000      10.0
20070705                   1.0          21.2000      10.0
20070705                   2.0          21.0000      10.0
20070705                   3.0          20.8000      10.0
20070705                   4.0          20.6000      10.0
20070705                   5.0          14.1000      10.0
20070705                   6.0          10.4000      10.0
20070705                   7.0           8.5000      10.0
20070705                   8.0           7.5000      10.0
20070705                   9.0           6.6000      10.0
20070705                  10.0           5.8000      10.0
20070705                  11.0           5.6000      10.0
20070705                  12.0           5.4000      10.0
20070705                  13.0           5.2000      10.0
20070705                  14.0           5.1000      10.0
20070705                  15.0           5.0000      10.0
20070705                  16.0           4.9000      10.0
20070705                  17.0           4.8000      10.0
20070705                  18.0           4.8000      10.0
20070705                  19.0           4.7000      10.0
20070705                  20.0           4.7000      10.0
20070705                  21.0           4.7000      10.0
20070705                  22.0           4.6000      10.0
20070705                  23.0           4.6000      10.0
20070705                  24.0           4.6000      10.0
20070705                  25.0           4.6000      10.0
20070705                  26.0           4.6000      10.0
20070705                  27.0           4.6000      10.0
20070705                  28.0           4.6000      10.0
20070705                  29.0           4.6000      10.0
20070705                  30.0           4.6000      10.0
20070705                  31.0           4.6000      10.0
20070705                  32.0           4.5000      10.0
20070705                  33.0           4.5000      10.0
20070705                  34.0           4.5000      10.0
20070705                  35.0           4.5000      10.0
20070705                  35.9           4.5000      10.0
20070725                   0.1          24.1000      10.0
20070725                   1.0          23.9000      10.0
20070725                   2.0          23.6000      10.0
20070725                   3.0          22.5000      10.0
20070725                   4.0          21.4000      10.0
20070725                   5.0          17.4000      10.0
20070725                   6.0          12.5000      10.0
20070725                   7.0           9.7000      10.0
20070725                   8.0           7.6000      10.0
20070725                   9.0           6.7000      10.0
20070725                  10.0           6.1000      10.0
20070725                  11.0           5.7000      10.0
20070725                  12.0           5.5000      10.0
20070725                  13.0           5.3000      10.0
20070725                  14.0           5.1000      10.0
20070725                  15.0           5.0000      10.0
20070725                  16.0           4.9000      10.0
20070725                  17.0           4.9000      10.0
20070725                  18.0           4.8000      10.0
20070725                  19.0           4.8000      10.0
20070725                  20.0           4.7000      10.0
20070725                  21.0           4.7000      10.0
20070725                  22.0           4.7000      10.0
20070725                  23.0           4.6000      10.0
20070725                  24.0           4.6000      10.0
20070725                  25.0           4.6000      10.0
20070725                  26.0           4.6000      10.0
20070725                  27.0           4.6000      10.0
20070725                  28.0           4.6000      10.0
20070725                  29.0           4.6000      10.0
20070725                  30.0           4.6000      10.0
20070725                  31.0           4.6000      10.0
20070725                  32.0           4.6000      10.0
20070725                  33.0           4.6000      10.0
20070725                  34.0           4.5000      10.0
20070725                  35.0           4.5000      10.0
20070725                  35.9           4.5000      10.0
20070814                   0.1          23.5000      10.0
20070814                   1.0          23.3000      10.0
20070814                   2.0          23.2000      10.0
20070814                   3.0          23.1000      10.0
20070814                   4.0          23.0000      10.0
20070814                   5.0          19.4000      10.0
20070814                   6.0          14.0000      10.0
20070814                   7.0          10.2000      10.0
20070814                   8.0           8.4000      10.0
20070814                   9.0           7.1000      10.0
20070814                  10.0           6.5000      10.0
20070814                  11.0           5.8000      10.0
20070814                  12.0           5.5000      10.0
20070814                  13.0           5.3000      10.0
20070814                  14.0           5.1000      10.0
20070814                  15.0           5.0000      10.0
20070814                  16.0           4.9000      10.0
20070814                  17.0           4.9000      10.0
20070814                  18.0           4.8000      10.0
20070814                  19.0           4.7000      10.0
20070814                  20.0           4.7000      10.0
20070814                  21.0           4.7000      10.0
20070814                  22.0           4.6000      10.0
20070814                  23.0           4.6000      10.0
20070814                  24.0           4.6000      10.0
20070814                  25.0           4.6000      10.0
20070814                  26.0           4.6000      10.0
20070814                  27.0           4.6000      10.0
20070814                  28.0           4.6000      10.0
20070814                  29.0           4.6000      10.0
20070814                  30.0           4.6000      10.0
20070814                  31.0           4.6000      10.0
20070814                  32.0           4.6000      10.0
20070814                  33.0           4.5000      10.0
20070814                  34.0           4.5000      10.0
20070814                  35.0           4.5000      10.0
20070814                  35.4           4.5000      10.0
20070823                   0.1          20.6000      10.0
20070823                   1.0          20.5000      10.0
20070823                   2.0          20.4000      10.0
20070823                   3.0          20.3000      10.0
20070823                   4.0          20.3000      10.0
20070823                   5.0          20.1000      10.0
20070823                   6.0          14.2000      10.0
20070823                   7.0          10.7000      10.0
20070823                   8.0           8.6000      10.0
20070823                   9.0           7.4000      10.0
20070823                  10.0           6.8000      10.0
20070823                  11.0           6.3000      10.0
20070823                  12.0           5.8000      10.0
20070823                  13.0           5.5000      10.0
20070823                  14.0           5.3000      10.0
20070823                  15.0           5.1000      10.0
20070823                  16.0           5.0000      10.0
20070823                  17.0           4.9000      10.0
20070823                  18.0           4.9000      10.0
20070823                  19.0           4.8000      10.0
20070823                  20.0           4.8000      10.0
20070823                  21.0           4.7000      10.0
20070823                  22.0           4.7000      10.0
20070823                  23.0           4.6000      10.0
20070823                  24.0           4.6000      10.0
20070823                  25.0           4.6000      10.0
20070823                  26.0           4.6000      10.0
20070823                  27.0           4.6000      10.0
20070823                  28.0           4.6000      10.0
20070823                  29.0           4.6000      10.0
20070823                  30.0           4.6000      10.0
20070823                  31.0           4.6000      10.0
20070823                  32.0           4.6000      10.0
20070823                  33.0           4.6000      10.0
20070823                  34.0           4.6000      10.0
20070823                  35.0           4.6000      10.0
20070823                  36.0           4.6000      10.0
20070906                   0.1          20.5000      10.0
20070906                   1.0          20.4000      10.0
20070906                   2.0          20.3000      10.0
20070906                   3.0          20.3000      10.0
20070906                   4.0          20.3000      10.0
20070906                   5.0          20.1000      10.0
20070906                   6.0          16.0000      10.0
20070906                   7.0          12.1000      10.0
20070906                   8.0           9.6000      10.0
20070906                   9.0           7.8000      10.0
20070906                  10.0           6.9000      10.0
20070906                  11.0           6.4000      10.0
20070906                  12.0           5.9000      10.0
20070906                  13.0           5.5000      10.0
20070906                  14.0           5.3000      10.0
20070906                  15.0           5.1000      10.0
20070906                  16.0           5.0000      10.0
20070906                  17.0           4.9000      10.0
20070906                  18.0           4.8000      10.0
20070906                  19.0           4.8000      10.0
20070906                  20.0           4.7000      10.0
20070906                  21.0           4.7000      10.0
20070906                  22.0           4.7000      10.0
20070906                  23.0           4.7000      10.0
20070906                  24.0           4.6000      10.0
20070906                  25.0           4.6000      10.0
20070906                  26.0           4.6000      10.0
20070906                  27.0           4.6000      10.0
20070906                  28.0           4.6000      10.0
20070906                  29.0           4.6000      10.0
20070906                  30.0           4.6000      10.0
20070906                  31.0           4.6000      10.0
20070906                  32.0           4.6000      10.0
20070906                  33.0           4.6000      10.0
20070906                  34.0           4.6000      10.0
20070906                  35.0           4.5000      10.0
20070906                  35.5           4.5000      10.0
20070925                   0.1          18.4000      10.0
20070925                   1.0          18.5000      10.0
20070925                   2.0          18.5000      10.0
20070925                   3.0          18.4000      10.0
20070925                   4.0          18.3000      10.0
20070925                   5.0          18.0000      10.0
20070925                   6.0          17.0000      10.0
20070925                   7.0          12.9000      10.0
20070925                   8.0          10.0000      10.0
20070925                   9.0           8.1000      10.0
20070925                  10.0           7.2000      10.0
20070925                  11.0           6.3000      10.0
20070925                  12.0           6.0000      10.0
20070925                  13.0           5.6000      10.0
20070925                  14.0           5.3000      10.0
20070925                  15.0           5.1000      10.0
20070925                  16.0           5.0000      10.0
20070925                  17.0           4.9000      10.0
20070925                  18.0           4.8000      10.0
20070925                  19.0           4.8000      10.0
20070925                  20.0           4.7000      10.0
20070925                  21.0           4.7000      10.0
20070925                  22.0           4.7000      10.0
20070925                  23.0           4.7000      10.0
20070925                  24.0           4.6000      10.0
20070925                  25.0           4.6000      10.0
20070925                  26.0           4.6000      10.0
20070925                  27.0           4.6000      10.0
20070925                  28.0           4.6000      10.0
20070925                  29.0           4.6000      10.0
20070925                  30.0           4.6000      10.0
20070925                  31.0           4.6000      10.0
20070925                  32.0           4.6000      10.0
20070925                  33.0           4.6000      10.0
20070925                  34.0           4.6000      10.0
20070925                  35.0           4.6000      10.0
20070925                  35.3           4.6000      10.0
20071007                   2.0          16.7000      10.0
20071007                   3.0          16.7000      10.0
20071007                   4.0          16.8000      10.0
20071007                   5.0          16.8000      10.0
20071007                   6.0          16.8000      10.0
20071007                   7.0          14.0000      10.0
20071007                   8.0          10.1000      10.0
20071007                   9.0           8.5000      10.0
20071007                  10.0           7.3000      10.0
20071007                  11.0           6.8000      10.0
20071007                  12.0           6.3000      10.0
20071007                  13.0           5.9000      10.0
20071007                  14.0           5.5000      10.0
20071007                  15.0           5.3000      10.0
20071007                  16.0           5.2000      10.0
20071007                  17.0           5.0000      10.0
20071007                  18.0           4.9000      10.0
20071007                  19.0           4.8000      10.0
20071007                  20.0           4.8000      10.0
20071007                  21.0           4.7000      10.0
20071007                  22.0           4.7000      10.0
20071007                  23.0           4.7000      10.0
20071007                  24.0           4.7000      10.0
20071007                  25.0           4.6000      10.0
20071007                  26.0           4.6000      10.0
20071007                  27.0           4.6000      10.0
20071007                  28.0           4.6000      10.0
20071007                  29.0           4.6000      10.0
20071007                  30.0           4.6000      10.0
20071007                  31.0           4.6000      10.0
20071007                  32.0           4.6000      10.0
20071007                  33.0           4.6000      10.0
20071007                  34.0           4.6000      10.0
20071007                  35.0           4.6000      10.0
20071007                  36.0           4.6000      10.0
20071024                   0.1          13.2000      10.0
20071024                   1.0          13.3000      10.0
20071024                   2.0          13.3000      10.0
20071024                   3.0          13.3000      10.0
20071024                   4.0          13.3000      10.0
20071024                   5.0          13.3000      10.0
20071024                   6.0          13.3000      10.0
20071024                   7.0          13.3000      10.0
20071024                   8.0          12.2000      10.0
20071024                   9.0           8.5000      10.0
20071024                  10.0           7.5000      10.0
20071024                  11.0           6.5000      10.0
20071024                  12.0           6.1000      10.0
20071024                  13.0           5.6000      10.0
20071024                  14.0           5.3000      10.0
20071024                  15.0           5.2000      10.0
20071024                  16.0           5.0000      10.0
20071024                  17.0           4.9000      10.0
20071024                  18.0           4.9000      10.0
20071024                  19.0           4.8000      10.0
20071024                  20.0           4.8000      10.0
20071024                  21.0           4.7000      10.0
20071024                  22.0           4.7000      10.0
20071024                  23.0           4.6000      10.0
20071024                  24.0           4.6000      10.0
20071024                  25.0           4.6000      10.0
20071024                  26.0           4.6000      10.0
20071024                  27.0           4.6000      10.0
20071024                  28.0           4.6000      10.0
20071024                  29.0           4.6000      10.0
20071024                  30.0           4.6000      10.0
20071024                  31.0           4.6000      10.0
20071024                  32.0           4.6000      10.0
20071024                  33.0           4.6000      10.0
20071024                  34.0           4.6000      10.0
20071024                  35.0           4.6000      10.0
20071024                  36.0           4.6000      10.0
20071024                  36.3           4.6000      10.0
20071126                   0.1           5.5000      10.0
20071126                   1.0           4.8000      10.0
20071126                   2.0           4.7000      10.0
20071126                   3.0           4.6000      10.0
20071126                   4.0           4.5000      10.0
20071126                   5.0           4.5000      10.0
20071126                   6.0           4.5000      10.0
20071126                   7.0           4.5000      10.0
20071126                   8.0           4.5000      10.0
20071126                   9.0           4.5000      10.0
20071126                  10.0           4.4000      10.0
20071126                  11.0           4.4000      10.0
20071126                  12.0           4.4000      10.0
20071126                  13.0           4.4000      10.0
20071126                  14.0           4.4000      10.0
20071126                  15.0           4.4000      10.0
20071126                  16.0           4.4000      10.0
20071126                  17.0           4.4000      10.0
20071126                  18.0           4.4000      10.0
20071126                  19.0           4.4000      10.0
20071126                  20.0           4.4000      10.0
20071126                  21.0           4.4000      10.0
20071126                  22.0           4.4000      10.0
20071126                  23.0           4.5000      10.0
20071126                  24.0           4.5000      10.0
20071126                  25.0           4.5000      10.0
20071126                  26.0           4.5000      10.0
20071126                  27.0           4.4000      10.0
20071126                  28.0           4.4000      10.0
20071126                  29.0           4.4000      10.0
20071126                  30.0           4.4000      10.0
20071126                  31.0           4.4000      10.0
20071126                  32.0           4.4000      10.0
20071126                  33.0           4.4000      10.0
20071126                  34.0           4.4000      10.0
20071126                  35.0           4.4000      10.0
20071126                  36.0           4.4000      10.0
20071126                  36.2           4.4000      10.0
20080430                   0.1           6.7000      10.0
20080430                   1.0           6.5000      10.0
20080430                   2.0           6.4000      10.0
20080430                   3.0           6.4000      10.0
20080430                   4.0           6.3000      10.0
20080430                   5.0           6.2000      10.0
20080430                   6.0           5.8000      10.0
20080430                   7.0           5.7000      10.0
20080430                   8.0           5.6000      10.0
20080430                   9.0           5.5000      10.0
20080430                  10.0           5.3000      10.0
20080430                  11.0           5.2000      10.0
20080430                  12.0           5.0000      10.0
20080430                  13.0           4.9000      10.0
20080430                  14.0           4.8000      10.0
20080430                  15.0           4.7000      10.0
20080430                  16.0           4.7000      10.0
20080430                  17.0           4.5000      10.0
20080430                  18.0           4.5000      10.0
20080430                  19.0           4.4000      10.0
20080430                  20.0           4.3000      10.0
20080430                  21.0           4.3000      10.0
20080430                  22.0           4.2000      10.0
20080430                  23.0           4.2000      10.0
20080430                  24.0           4.2000      10.0
20080430                  25.0           4.2000      10.0
20080430                  26.0           4.2000      10.0
20080430                  27.0           4.2000      10.0
20080430                  28.0           4.2000      10.0
20080430                  29.0           4.1000      10.0
20080430                  30.0           4.1000      10.0
20080430                  31.0           4.1000      10.0
20080430                  32.0           4.1000      10.0
20080430                  33.0           4.1000      10.0
20080430                  34.0           4.1000      10.0
20080430                  35.0           4.1000      10.0
20080530                   1.0          14.9000      10.0
20080530                   2.0          14.8000      10.0
20080530                   3.0          14.7000      10.0
20080530                   4.0          14.1000      10.0
20080530                   5.0          11.6000      10.0
20080530                   6.0           9.3000      10.0
20080530                   7.0           7.6000      10.0
20080530                   8.0           6.6000      10.0
20080530                   9.0           6.1000      10.0
20080530                  10.0           5.8000      10.0
20080530                  11.0           5.5000      10.0
20080530                  12.0           5.3000      10.0
20080530                  13.0           5.2000      10.0
20080530                  14.0           5.1000      10.0
20080530                  15.0           5.0000      10.0
20080530                  16.0           4.9000      10.0
20080530                  17.0           4.8000      10.0
20080530                  18.0           4.8000      10.0
20080530                  19.0           4.7000      10.0
20080530                  20.0           4.7000      10.0
20080530                  21.0           4.6000      10.0
20080530                  22.0           4.6000      10.0
20080530                  23.0           4.6000      10.0
20080530                  24.0           4.6000      10.0
20080530                  25.0           4.5000      10.0
20080530                  26.0           4.5000      10.0
20080530                  27.0           4.5000      10.0
20080530                  28.0           4.5000      10.0
20080530                  29.0           4.5000      10.0
20080530                  30.0           4.5000      10.0
20080530                  31.0           4.5000      10.0
20080530                  32.0           4.5000      10.0
20080530                  33.0           4.5000      10.0
20080530                  34.0           4.5000      10.0
20080530                  35.0           4.5000      10.0
20080612                   0.1          20.4000      10.0
20080612                   1.0          20.5000      10.0
20080612                   2.0          20.5000      10.0
20080612                   3.0          19.6000      10.0
20080612                   4.0          15.5000      10.0
20080612                   5.0          13.1000      10.0
