Observation #: 5278
---------------------------------------------------------
Time(yyyymmdd)       Depth(m)   Value(celsius)   Std (%)
20040428                   0.1           6.2000      10.0
20040428                   1.0           6.1000      10.0
20040428                   2.0           6.1000      10.0
20040428                   3.0           6.0000      10.0
20040428                   4.0           5.9000      10.0
20040428                   5.0           5.9000      10.0
20040428                   6.0           5.9000      10.0
20040428                   7.0           5.9000      10.0
20040428                   8.0           5.8000      10.0
20040428                   9.0           5.8000      10.0
20040428                  10.0           5.7000      10.0
20040428                  11.0           5.5000      10.0
20040428                  12.0           5.2000      10.0
20040428                  13.0           5.1000      10.0
20040428                  14.0           5.0000      10.0
20040428                  15.0           4.9000      10.0
20040428                  16.0           4.9000      10.0
20040428                  17.0           4.9000      10.0
20040428                  18.0           4.8000      10.0
20040428                  19.0           4.7000      10.0
20040428                  20.0           4.7000      10.0
20040428                  21.0           4.7000      10.0
20040428                  22.0           4.6000      10.0
20040428                  23.0           4.6000      10.0
20040428                  24.0           4.6000      10.0
20040428                  25.0           4.6000      10.0
20040428                  26.0           4.6000      10.0
20040428                  27.0           4.5000      10.0
20040428                  28.0           4.5000      10.0
20040428                  29.0           4.5000      10.0
20040428                  30.0           4.5000      10.0
20040428                  31.0           4.5000      10.0
20040428                  32.0           4.5000      10.0
20040428                  33.0           4.5000      10.0
20040428                  34.0           4.5000      10.0
20040428                  35.0           4.5000      10.0
20040608                   0.1          19.6000      10.0
20040608                   1.0          19.6000      10.0
20040608                   2.0          19.6000      10.0
20040608                   3.0          19.2000      10.0
20040608                   4.0          13.6000      10.0
20040608                   5.0           9.7000      10.0
20040608                   6.0           8.6000      10.0
20040608                   7.0           7.8000      10.0
20040608                   8.0           7.1000      10.0
20040608                   9.0           6.7000      10.0
20040608                  10.0           6.5000      10.0
20040608                  11.0           6.3000      10.0
20040608                  12.0           6.0000      10.0
20040608                  13.0           5.8000      10.0
20040608                  14.0           5.6000      10.0
20040608                  15.0           5.5000      10.0
20040608                  16.0           5.5000      10.0
20040608                  17.0           5.4000      10.0
20040608                  18.0           5.3000      10.0
20040608                  19.0           5.2000      10.0
20040608                  20.0           5.2000      10.0
20040608                  21.0           5.1000      10.0
20040608                  22.0           5.1000      10.0
20040608                  23.0           5.1000      10.0
20040608                  24.0           5.1000      10.0
20040608                  25.0           5.0000      10.0
20040608                  26.0           5.0000      10.0
20040608                  27.0           5.0000      10.0
20040608                  28.0           5.0000      10.0
20040608                  29.0           5.0000      10.0
20040608                  30.0           5.0000      10.0
20040608                  31.0           5.0000      10.0
20040608                  32.0           5.0000      10.0
20040608                  34.0           5.0000      10.0
20040624                   1.0          19.5000      10.0
20040624                   2.0          19.5000      10.0
20040624                   3.0          19.4000      10.0
20040624                   4.0          19.4000      10.0
20040624                   5.0          10.8000      10.0
20040624                   6.0           8.9000      10.0
20040624                   7.0           8.0000      10.0
20040624                   8.0           7.4000      10.0
20040624                   9.0           6.9000      10.0
20040624                  10.0           6.6000      10.0
20040624                  11.0           6.2000      10.0
20040624                  12.0           6.1000      10.0
20040624                  13.0           5.9000      10.0
20040624                  14.0           5.8000      10.0
20040624                  15.0           5.6000      10.0
20040624                  16.0           5.5000      10.0
20040624                  17.0           5.4000      10.0
20040624                  18.0           5.3000      10.0
20040624                  19.0           5.2000      10.0
20040624                  20.0           5.2000      10.0
20040624                  21.0           5.2000      10.0
20040624                  22.0           5.1000      10.0
20040624                  23.0           5.1000      10.0
20040624                  24.0           5.1000      10.0
20040624                  25.0           5.1000      10.0
20040624                  26.0           5.1000      10.0
20040624                  27.0           5.0000      10.0
20040624                  28.0           5.0000      10.0
20040624                  29.0           5.0000      10.0
20040624                  30.0           5.0000      10.0
20040624                  31.0           5.0000      10.0
20040624                  32.0           5.0000      10.0
20040624                  33.0           5.0000      10.0
20040624                  34.0           5.0000      10.0
20040624                  35.0           5.0000      10.0
20040709                   1.0          19.7000      10.0
20040709                   2.0          19.8000      10.0
20040709                   3.0          19.8000      10.0
20040709                   4.0          18.2000      10.0
20040709                   5.0          14.0000      10.0
20040709                   6.0          11.0000      10.0
20040709                   7.0           8.5000      10.0
20040709                   8.0           7.6000      10.0
20040709                   9.0           7.0000      10.0
20040709                  10.0           6.6000      10.0
20040709                  11.0           6.3000      10.0
20040709                  12.0           6.2000      10.0
20040709                  13.0           5.9000      10.0
20040709                  14.0           5.8000      10.0
20040709                  15.0           5.6000      10.0
20040709                  16.0           5.5000      10.0
20040709                  17.0           5.4000      10.0
20040709                  18.0           5.3000      10.0
20040709                  19.0           5.2000      10.0
20040709                  20.0           5.2000      10.0
20040709                  21.0           5.2000      10.0
20040709                  22.0           5.1000      10.0
20040709                  23.0           5.1000      10.0
20040709                  24.0           5.1000      10.0
20040709                  25.0           5.1000      10.0
20040709                  26.0           5.1000      10.0
20040709                  27.0           5.0000      10.0
20040709                  28.0           5.0000      10.0
20040709                  29.0           5.0000      10.0
20040709                  30.0           5.0000      10.0
20040709                  31.0           5.0000      10.0
20040709                  32.0           5.0000      10.0
20040709                  33.0           5.0000      10.0
20040709                  34.0           5.0000      10.0
20040709                  35.0           5.0000      10.0
20040722                   0.1          24.6000      10.0
20040722                   1.0          24.8000      10.0
20040722                   2.0          24.8000      10.0
20040722                   3.0          22.7000      10.0
20040722                   4.0          19.1000      10.0
20040722                   5.0          15.3000      10.0
20040722                   6.0          11.5000      10.0
20040722                   7.0           8.9000      10.0
20040722                   8.0           8.3000      10.0
20040722                   9.0           7.4000      10.0
20040722                  10.0           7.4000      10.0
20040722                  11.0           6.7000      10.0
20040722                  12.0           6.3000      10.0
20040722                  13.0           6.0000      10.0
20040722                  14.0           5.8000      10.0
20040722                  15.0           5.6000      10.0
20040722                  16.0           5.4000      10.0
20040722                  17.0           5.4000      10.0
20040722                  19.0           5.2000      10.0
20040722                  20.0           5.2000      10.0
20040722                  21.0           5.1000      10.0
20040722                  22.0           5.1000      10.0
20040722                  23.0           5.1000      10.0
20040722                  24.0           5.1000      10.0
20040722                  25.0           5.1000      10.0
20040722                  26.0           5.0000      10.0
20040722                  27.0           5.0000      10.0
20040722                  28.0           5.0000      10.0
20040722                  29.0           5.0000      10.0
20040722                  30.0           5.0000      10.0
20040722                  31.0           5.0000      10.0
20040722                  32.0           5.0000      10.0
20040722                  33.0           5.0000      10.0
20040722                  34.0           5.0000      10.0
20040722                  35.0           5.0000      10.0
20040812                   0.1          20.6000      10.0
20040812                   1.0          20.7000      10.0
20040812                   2.0          20.7000      10.0
20040812                   3.0          20.8000      10.0
20040812                   4.0          20.7000      10.0
20040812                   5.0          15.9000      10.0
20040812                   6.0          12.6000      10.0
20040812                   7.0           9.6000      10.0
20040812                   8.0           8.8000      10.0
20040812                   9.0           7.9000      10.0
20040812                  10.0           7.2000      10.0
20040812                  11.0           6.8000      10.0
20040812                  12.0           6.1000      10.0
20040812                  13.0           6.0000      10.0
20040812                  14.0           5.7000      10.0
20040812                  15.0           5.6000      10.0
20040812                  16.0           5.5000      10.0
20040812                  17.0           5.4000      10.0
20040812                  18.0           5.3000      10.0
20040812                  19.0           5.3000      10.0
20040812                  20.0           5.2000      10.0
20040812                  21.0           5.2000      10.0
20040812                  22.0           5.1000      10.0
20040812                  23.0           5.1000      10.0
20040812                  24.0           5.1000      10.0
20040812                  25.0           5.1000      10.0
20040812                  26.0           5.1000      10.0
20040812                  27.0           5.1000      10.0
20040812                  28.0           5.0000      10.0
20040812                  29.0           5.0000      10.0
20040812                  30.0           5.0000      10.0
20040812                  31.0           5.0000      10.0
20040812                  32.0           5.0000      10.0
20040812                  33.0           5.0000      10.0
20040812                  34.0           5.0000      10.0
20040812                  35.0           5.0000      10.0
20040826                   0.1          20.2000      10.0
20040826                   1.0          20.0000      10.0
20040826                   2.0          19.6000      10.0
20040826                   3.0          19.3000      10.0
20040826                   4.0          19.2000      10.0
20040826                   5.0          18.5000      10.0
20040826                   6.0          13.3000      10.0
20040826                   7.0           9.6000      10.0
20040826                   8.0           8.4000      10.0
20040826                   9.0           7.3000      10.0
20040826                  10.0           6.6000      10.0
20040826                  11.0           6.5000      10.0
20040826                  12.0           6.2000      10.0
20040826                  13.0           5.9000      10.0
20040826                  14.0           5.8000      10.0
20040826                  15.0           5.6000      10.0
20040826                  16.0           5.5000      10.0
20040826                  17.0           5.4000      10.0
20040826                  18.0           5.3000      10.0
20040826                  19.0           5.3000      10.0
20040826                  20.0           5.2000      10.0
20040826                  21.0           5.1000      10.0
20040826                  22.0           5.1000      10.0
20040826                  23.0           5.1000      10.0
20040826                  24.0           5.1000      10.0
20040826                  25.0           5.1000      10.0
20040826                  26.0           5.1000      10.0
20040826                  27.0           5.1000      10.0
20040826                  28.0           5.1000      10.0
20040826                  29.0           5.0000      10.0
20040826                  30.0           5.0000      10.0
20040826                  31.0           5.0000      10.0
20040826                  32.0           5.0000      10.0
20040826                  33.0           5.0000      10.0
20040826                  34.0           5.0000      10.0
20040826                  35.0           5.0000      10.0
20040908                   0.1          20.2000      10.0
20040908                   1.0          20.3000      10.0
20040908                   2.0          20.4000      10.0
20040908                   3.0          20.4000      10.0
20040908                   4.0          20.4000      10.0
20040908                   5.0          18.4000      10.0
20040908                   6.0          13.3000      10.0
20040908                   7.0          10.8000      10.0
20040908                   8.0           8.6000      10.0
20040908                   9.0           7.7000      10.0
20040908                  10.0           7.0000      10.0
20040908                  11.0           6.5000      10.0
20040908                  12.0           6.3000      10.0
20040908                  13.0           6.0000      10.0
20040908                  14.0           5.8000      10.0
20040908                  15.0           5.6000      10.0
20040908                  16.0           5.5000      10.0
20040908                  17.0           5.4000      10.0
20040908                  18.0           5.3000      10.0
20040908                  19.0           5.3000      10.0
20040908                  20.0           5.2000      10.0
20040908                  21.0           5.2000      10.0
20040908                  22.0           5.2000      10.0
20040908                  23.0           5.1000      10.0
20040908                  24.0           5.1000      10.0
20040908                  25.0           5.1000      10.0
20040908                  26.0           5.1000      10.0
20040908                  27.0           5.1000      10.0
20040908                  28.0           5.1000      10.0
20040908                  29.0           5.1000      10.0
20040908                  30.0           5.1000      10.0
20040908                  31.0           5.1000      10.0
20040908                  32.0           5.1000      10.0
20040908                  33.0           5.0000      10.0
20040908                  34.0           5.0000      10.0
20040908                  35.0           5.0000      10.0
20040921                   0.1          18.0000      10.0
20040921                   1.0          17.9000      10.0
20040921                   2.0          17.9000      10.0
20040921                   3.0          17.8000      10.0
20040921                   4.0          17.8000      10.0
20040921                   5.0          17.7000      10.0
20040921                   6.0          15.6000      10.0
20040921                   7.0          10.4000      10.0
20040921                   8.0           9.0000      10.0
20040921                   9.0           7.7000      10.0
20040921                  10.0           7.3000      10.0
20040921                  11.0           6.6000      10.0
20040921                  12.0           6.3000      10.0
20040921                  13.0           6.1000      10.0
20040921                  14.0           5.8000      10.0
20040921                  15.0           5.6000      10.0
20040921                  16.0           5.5000      10.0
20040921                  17.0           5.4000      10.0
20040921                  18.0           5.3000      10.0
20040921                  19.0           5.3000      10.0
20040921                  20.0           5.2000      10.0
20040921                  21.0           5.2000      10.0
20040921                  22.0           5.2000      10.0
20040921                  23.0           5.2000      10.0
20040921                  24.0           5.1000      10.0
20040921                  25.0           5.1000      10.0
20040921                  26.0           5.1000      10.0
20040921                  27.0           5.1000      10.0
20040921                  28.0           5.1000      10.0
20040921                  29.0           5.1000      10.0
20040921                  30.0           5.1000      10.0
20040921                  31.0           5.1000      10.0
20040921                  32.0           5.1000      10.0
20040921                  33.0           5.1000      10.0
20040921                  34.0           5.1000      10.0
20040921                  35.0           5.0000      10.0
20041007                   0.1          15.4000      10.0
20041007                   1.0          15.2000      10.0
20041007                   2.0          14.9000      10.0
20041007                   3.0          14.7000      10.0
20041007                   4.0          14.6000      10.0
20041007                   5.0          14.6000      10.0
20041007                   6.0          14.5000      10.0
20041007                   7.0          12.5000      10.0
20041007                   8.0           9.3000      10.0
20041007                   9.0           7.7000      10.0
20041007                  10.0           7.0000      10.0
20041007                  11.0           6.6000      10.0
20041007                  12.0           6.3000      10.0
20041007                  13.0           6.0000      10.0
20041007                  14.0           5.8000      10.0
20041007                  15.0           5.6000      10.0
20041007                  16.0           5.5000      10.0
20041007                  17.0           5.4000      10.0
20041007                  18.0           5.3000      10.0
20041007                  19.0           5.3000      10.0
20041007                  20.0           5.3000      10.0
20041007                  21.0           5.2000      10.0
20041007                  22.0           5.2000      10.0
20041007                  23.0           5.2000      10.0
20041007                  24.0           5.2000      10.0
20041007                  25.0           5.1000      10.0
20041007                  26.0           5.1000      10.0
20041007                  27.0           5.1000      10.0
20041007                  28.0           5.1000      10.0
20041007                  29.0           5.1000      10.0
20041007                  30.0           5.1000      10.0
20041007                  31.0           5.1000      10.0
20041007                  32.0           5.1000      10.0
20041007                  33.0           5.1000      10.0
20041007                  34.0           5.1000      10.0
20041007                  35.0           5.1000      10.0
20041027                   0.1           9.9000      10.0
20041027                   1.0          10.0000      10.0
20041027                   2.0          10.0000      10.0
20041027                   3.0          10.0000      10.0
20041027                   4.0          10.0000      10.0
20041027                   5.0          10.0000      10.0
20041027                   6.0          10.0000      10.0
20041027                   7.0          10.0000      10.0
20041027                   8.0          10.0000      10.0
20041027                   9.0           9.7000      10.0
20041027                  10.0           7.9000      10.0
20041027                  11.0           6.9000      10.0
20041027                  12.0           6.4000      10.0
20041027                  13.0           6.1000      10.0
20041027                  14.0           5.9000      10.0
20041027                  15.0           5.7000      10.0
20041027                  16.0           5.6000      10.0
20041027                  17.0           5.5000      10.0
20041027                  18.0           5.4000      10.0
20041027                  19.0           5.3000      10.0
20041027                  20.0           5.2000      10.0
20041027                  21.0           5.2000      10.0
20041027                  22.0           5.2000      10.0
20041027                  23.0           5.1000      10.0
20041027                  24.0           5.1000      10.0
20041027                  25.0           5.1000      10.0
20041027                  26.0           5.1000      10.0
20041027                  27.0           5.1000      10.0
20041027                  28.0           5.1000      10.0
20041027                  29.0           5.1000      10.0
20041027                  30.0           5.1000      10.0
20041027                  31.0           5.1000      10.0
20041027                  32.0           5.1000      10.0
20041027                  33.0           5.1000      10.0
20041027                  34.0           5.1000      10.0
20041027                  35.0           5.0000      10.0
20041117                   0.1           6.2000      10.0
20041117                   1.0           6.1000      10.0
20041117                   2.0           6.1000      10.0
20041117                   3.0           6.1000      10.0
20041117                   4.0           6.1000      10.0
20041117                   5.0           6.0000      10.0
20041117                   6.0           6.0000      10.0
20041117                   7.0           6.0000      10.0
20041117                   8.0           6.0000      10.0
20041117                   9.0           6.0000      10.0
20041117                  10.0           6.0000      10.0
20041117                  11.0           6.0000      10.0
20041117                  12.0           6.0000      10.0
20041117                  13.0           6.0000      10.0
20041117                  14.0           5.9000      10.0
20041117                  15.0           5.9000      10.0
20041117                  16.0           5.8000      10.0
20041117                  17.0           5.7000      10.0
20041117                  18.0           5.6000      10.0
20041117                  19.0           5.6000      10.0
20041117                  20.0           5.5000      10.0
20041117                  21.0           5.4000      10.0
20041117                  22.0           5.3000      10.0
20041117                  23.0           5.3000      10.0
20041117                  24.0           5.2000      10.0
20041117                  25.0           5.2000      10.0
20041117                  26.0           5.2000      10.0
20041117                  27.0           5.2000      10.0
20041117                  28.0           5.2000      10.0
20041117                  29.0           5.2000      10.0
20041117                  30.0           5.1000      10.0
20041117                  31.0           5.1000      10.0
20041117                  32.0           5.1000      10.0
20041117                  33.0           5.1000      10.0
20041117                  34.0           5.1000      10.0
20041117                  35.0           5.1000      10.0
20050504                   0.1           5.9000      10.0
20050504                   1.0           5.8000      10.0
20050504                   2.0           5.7000      10.0
20050504                   3.0           5.6000      10.0
20050504                   4.0           5.5000      10.0
20050504                   5.0           5.5000      10.0
20050504                   6.0           5.4000      10.0
20050504                   7.0           5.4000      10.0
20050504                   8.0           5.4000      10.0
20050504                   9.0           5.4000      10.0
20050504                  10.0           5.3000      10.0
20050504                  11.0           5.3000      10.0
20050504                  12.0           5.3000      10.0
20050504                  13.0           5.3000      10.0
20050504                  14.0           5.1000      10.0
20050504                  15.0           5.1000      10.0
20050504                  16.0           5.1000      10.0
20050504                  17.0           5.0000      10.0
20050504                  18.0           5.0000      10.0
20050504                  19.0           4.9000      10.0
20050504                  20.0           4.9000      10.0
20050504                  21.0           4.9000      10.0
20050504                  22.0           4.8000      10.0
20050504                  23.0           4.8000      10.0
20050504                  24.0           4.8000      10.0
20050504                  25.0           4.8000      10.0
20050504                  26.0           4.8000      10.0
20050504                  27.0           4.8000      10.0
20050504                  28.0           4.8000      10.0
20050504                  29.0           4.8000      10.0
20050504                  30.0           4.8000      10.0
20050504                  32.0           4.8000      10.0
20050504                  34.0           4.8000      10.0
20050526                   0.1          15.8000      10.0
20050526                   1.0          15.1000      10.0
20050526                   2.0          14.8000      10.0
20050526                   3.0          14.2000      10.0
20050526                   4.0          11.3000      10.0
20050526                   5.0           9.2000      10.0
20050526                   6.0           7.3000      10.0
20050526                   7.0           6.2000      10.0
20050526                   8.0           5.8000      10.0
20050526                   9.0           5.6000      10.0
20050526                  10.0           5.4000      10.0
20050526                  11.0           5.3000      10.0
20050526                  12.0           5.2000      10.0
20050526                  13.0           5.2000      10.0
20050526                  14.0           5.1000      10.0
20050526                  15.0           5.1000      10.0
20050526                  16.0           5.0000      10.0
20050526                  17.0           5.0000      10.0
20050526                  18.0           5.0000      10.0
20050526                  19.0           5.0000      10.0
20050526                  20.0           5.0000      10.0
20050526                  21.0           4.9000      10.0
20050526                  22.0           4.9000      10.0
20050526                  23.0           4.9000      10.0
20050526                  24.0           4.9000      10.0
20050526                  25.0           4.9000      10.0
20050526                  26.0           4.9000      10.0
20050526                  27.0           4.9000      10.0
20050526                  28.0           4.9000      10.0
20050526                  29.0           4.9000      10.0
20050526                  31.0           4.9000      10.0
20050526                  33.0           4.9000      10.0
20050526                  35.0           4.9000      10.0
20050609                   0.1          22.0000      10.0
20050609                   1.0          22.0000      10.0
20050609                   2.0          21.8000      10.0
20050609                   3.0          18.9000      10.0
20050609                   4.0          14.1000      10.0
20050609                   5.0           9.8000      10.0
20050609                   6.0           7.3000      10.0
20050609                   7.0           6.7000      10.0
20050609                   8.0           6.1000      10.0
20050609                   9.0           5.7000      10.0
20050609                  10.0           5.5000      10.0
20050609                  11.0           5.3000      10.0
20050609                  12.0           5.3000      10.0
20050609                  13.0           5.2000      10.0
20050609                  14.0           5.2000      10.0
20050609                  15.0           5.1000      10.0
20050609                  16.0           5.0000      10.0
20050609                  17.0           5.0000      10.0
20050609                  18.0           5.0000      10.0
20050609                  19.0           5.0000      10.0
20050609                  20.0           4.9000      10.0
20050609                  21.0           4.9000      10.0
20050609                  22.0           4.9000      10.0
20050609                  23.0           4.9000      10.0
20050609                  24.0           4.9000      10.0
20050609                  25.0           4.9000      10.0
20050609                  26.0           4.9000      10.0
20050609                  27.0           4.8000      10.0
20050609                  28.0           4.8000      10.0
20050609                  29.0           4.8000      10.0
20050609                  30.0           4.8000      10.0
20050609                  31.0           4.8000      10.0
20050609                  32.0           4.8000      10.0
20050609                  33.0           4.8000      10.0
20050609                  34.0           4.8000      10.0
20050609                  35.0           4.8000      10.0
20050609                  36.0           4.8000      10.0
20050623                   0.1          20.4000      10.0
20050623                   1.0          20.5000      10.0
20050623                   2.0          20.4000      10.0
20050623                   3.0          20.2000      10.0
20050623                   4.0          15.7000      10.0
20050623                   5.0          11.2000      10.0
20050623                   6.0           9.2000      10.0
20050623                   7.0           7.1000      10.0
20050623                   8.0           6.3000      10.0
20050623                   9.0           5.9000      10.0
20050623                  10.0           5.8000      10.0
20050623                  11.0           5.5000      10.0
20050623                  12.0           5.4000      10.0
20050623                  13.0           5.3000      10.0
20050623                  14.0           5.2000      10.0
20050623                  15.0           5.1000      10.0
20050623                  16.0           5.1000      10.0
20050623                  17.0           5.1000      10.0
20050623                  18.0           5.0000      10.0
20050623                  19.0           5.0000      10.0
20050623                  20.0           4.9000      10.0
20050623                  21.0           4.9000      10.0
20050623                  22.0           4.9000      10.0
20050623                  23.0           4.9000      10.0
20050623                  24.0           4.9000      10.0
20050623                  25.0           4.8000      10.0
20050623                  26.0           4.8000      10.0
20050623                  27.0           4.8000      10.0
20050623                  28.0           4.8000      10.0
20050623                  29.0           4.8000      10.0
20050623                  30.0           4.8000      10.0
20050623                  32.0           4.8000      10.0
20050623                  34.0           4.8000      10.0
20050623                  36.0           4.8000      10.0
20050707                   0.1          23.5000      10.0
20050707                   1.0          23.5000      10.0
20050707                   2.0          23.2000      10.0
20050707                   3.0          18.8000      10.0
20050707                   4.0          13.2000      10.0
20050707                   5.0          10.2000      10.0
20050707                   6.0           8.2000      10.0
20050707                   7.0           7.1000      10.0
20050707                   8.0           6.6000      10.0
20050707                   9.0           5.9000      10.0
20050707                  10.0           5.7000      10.0
20050707                  11.0           5.5000      10.0
20050707                  12.0           5.3000      10.0
20050707                  13.0           5.2000      10.0
20050707                  14.0           5.2000      10.0
20050707                  15.0           5.1000      10.0
20050707                  16.0           5.0000      10.0
20050707                  17.0           5.0000      10.0
20050707                  18.0           5.0000      10.0
20050707                  19.0           5.0000      10.0
20050707                  20.0           4.9000      10.0
20050707                  21.0           4.9000      10.0
20050707                  22.0           4.9000      10.0
20050707                  23.0           4.9000      10.0
20050707                  24.0           4.9000      10.0
20050707                  25.0           4.9000      10.0
20050707                  26.0           4.9000      10.0
20050707                  27.0           4.9000      10.0
20050707                  28.0           4.9000      10.0
20050707                  29.0           4.8000      10.0
20050707                  30.0           4.8000      10.0
20050707                  31.0           4.8000      10.0
20050707                  32.0           4.8000      10.0
20050707                  33.0           4.8000      10.0
20050707                  34.0           4.8000      10.0
20050707                  35.0           4.8000      10.0
20050728                   0.1          22.8000      10.0
20050728                   1.0          22.7000      10.0
20050728                   2.0          22.7000      10.0
20050728                   3.0          22.7000      10.0
20050728                   4.0          22.7000      10.0
20050728                   5.0          16.6000      10.0
20050728                   6.0          12.3000      10.0
20050728                   7.0           8.6000      10.0
20050728                   8.0           7.3000      10.0
20050728                   9.0           6.7000      10.0
20050728                  10.0           6.1000      10.0
20050728                  11.0           5.7000      10.0
20050728                  12.0           5.6000      10.0
20050728                  13.0           5.5000      10.0
20050728                  14.0           5.4000      10.0
20050728                  15.0           5.3000      10.0
20050728                  16.0           5.2000      10.0
20050728                  17.0           5.1000      10.0
20050728                  18.0           5.1000      10.0
20050728                  19.0           5.0000      10.0
20050728                  20.0           5.0000      10.0
20050728                  21.0           5.0000      10.0
20050728                  22.0           4.9000      10.0
20050728                  23.0           4.9000      10.0
20050728                  24.0           4.9000      10.0
20050728                  25.0           4.9000      10.0
20050728                  26.0           4.9000      10.0
20050728                  27.0           4.9000      10.0
20050728                  28.0           4.8000      10.0
20050728                  29.0           4.8000      10.0
20050728                  30.0           4.8000      10.0
20050728                  31.0           4.8000      10.0
20050728                  32.0           4.8000      10.0
20050728                  33.0           4.8000      10.0
20050728                  34.0           4.8000      10.0
20050728                  35.0           4.8000      10.0
20050812                   0.1          23.7000      10.0
20050812                   1.0          23.8000      10.0
20050812                   2.0          23.7000      10.0
20050812                   3.0          23.7000      10.0
20050812                   4.0          23.7000      10.0
20050812                   5.0          18.6000      10.0
20050812                   6.0          12.6000      10.0
20050812                   7.0           9.5000      10.0
20050812                   8.0           7.8000      10.0
20050812                   9.0           6.6000      10.0
20050812                  10.0           6.1000      10.0
20050812                  11.0           5.7000      10.0
20050812                  12.0           5.5000      10.0
20050812                  13.0           5.4000      10.0
20050812                  14.0           5.3000      10.0
20050812                  15.0           5.2000      10.0
20050812                  16.0           5.1000      10.0
20050812                  17.0           5.1000      10.0
20050812                  18.0           5.0000      10.0
20050812                  19.0           5.0000      10.0
20050812                  20.0           5.0000      10.0
20050812                  21.0           4.9000      10.0
20050812                  22.0           4.9000      10.0
20050812                  23.0           4.9000      10.0
20050812                  24.0           4.9000      10.0
20050812                  25.0           4.9000      10.0
20050812                  26.0           4.9000      10.0
20050812                  27.0           4.8000      10.0
20050812                  28.0           4.8000      10.0
20050812                  29.0           4.8000      10.0
20050812                  30.0           4.8000      10.0
20050812                  31.0           4.8000      10.0
20050812                  32.0           4.8000      10.0
20050812                  33.0           4.8000      10.0
20050812                  34.0           4.8000      10.0
20050812                  35.0           4.8000      10.0
20050825                   0.1          20.9000      10.0
20050825                   1.0          20.8000      10.0
20050825                   2.0          20.8000      10.0
20050825                   3.0          20.7000      10.0
20050825                   4.0          20.7000      10.0
20050825                   5.0          19.8000      10.0
20050825                   6.0          13.5000      10.0
20050825                   7.0           9.7000      10.0
20050825                   8.0           7.4000      10.0
20050825                   9.0           6.5000      10.0
20050825                  10.0           6.1000      10.0
20050825                  11.0           5.8000      10.0
20050825                  12.0           5.6000      10.0
20050825                  13.0           5.5000      10.0
20050825                  14.0           5.3000      10.0
20050825                  15.0           5.2000      10.0
20050825                  16.0           5.2000      10.0
20050825                  17.0           5.1000      10.0
20050825                  18.0           5.0000      10.0
20050825                  19.0           5.0000      10.0
20050825                  20.0           5.0000      10.0
20050825                  21.0           4.9000      10.0
20050825                  22.0           4.9000      10.0
20050825                  23.0           4.9000      10.0
20050825                  24.0           4.9000      10.0
20050825                  25.0           4.9000      10.0
20050825                  26.0           4.9000      10.0
20050825                  27.0           4.9000      10.0
20050825                  28.0           4.9000      10.0
20050825                  29.0           4.9000      10.0
20050825                  30.0           4.8000      10.0
20050825                  31.0           4.8000      10.0
20050825                  32.0           4.8000      10.0
20050825                  33.0           4.8000      10.0
20050825                  34.0           4.8000      10.0
20050825                  35.0           4.8000      10.0
20050907                   0.1          21.3000      10.0
20050907                   1.0          21.2000      10.0
20050907                   2.0          21.2000      10.0
20050907                   3.0          21.1000      10.0
20050907                   4.0          21.0000      10.0
20050907                   5.0          20.1000      10.0
20050907                   6.0          14.2000      10.0
20050907                   7.0          10.4000      10.0
20050907                   8.0           7.9000      10.0
20050907                   9.0           6.8000      10.0
20050907                  10.0           6.3000      10.0
20050907                  11.0           5.9000      10.0
20050907                  12.0           5.6000      10.0
20050907                  13.0           5.4000      10.0
20050907                  14.0           5.3000      10.0
20050907                  15.0           5.2000      10.0
20050907                  16.0           5.1000      10.0
20050907                  17.0           5.1000      10.0
20050907                  18.0           5.0000      10.0
20050907                  19.0           5.0000      10.0
20050907                  20.0           5.0000      10.0
20050907                  21.0           5.0000      10.0
20050907                  22.0           4.9000      10.0
20050907                  23.0           4.9000      10.0
20050907                  24.0           4.9000      10.0
20050907                  25.0           4.9000      10.0
20050907                  26.0           4.9000      10.0
20050907                  27.0           4.8000      10.0
20050907                  28.0           4.8000      10.0
20050907                  29.0           4.8000      10.0
20050907                  30.0           4.8000      10.0
20050907                  31.0           4.8000      10.0
20050907                  32.0           4.8000      10.0
20050907                  33.0           4.8000      10.0
20050907                  34.0           4.8000      10.0
20050907                  35.0           4.8000      10.0
20051013                   0.1          14.8000      10.0
20051013                   1.0          14.9000      10.0
20051013                   2.0          14.9000      10.0
20051013                   3.0          14.9000      10.0
20051013                   4.0          14.9000      10.0
20051013                   5.0          14.9000      10.0
20051013                   6.0          14.8000      10.0
20051013                   7.0          13.3000      10.0
20051013                   8.0          10.1000      10.0
20051013                   9.0           7.9000      10.0
20051013                  10.0           6.6000      10.0
20051013                  11.0           6.2000      10.0
20051013                  12.0           5.7000      10.0
20051013                  13.0           5.5000      10.0
20051013                  14.0           5.4000      10.0
20051013                  15.0           5.2000      10.0
20051013                  16.0           5.2000      10.0
20051013                  17.0           5.1000      10.0
