Layer #: 484
----------------------------------------
Depth(m)   Area(m^2)
0	2490000000
1	2490000000
2	2480000000
3	2450000000
4	2420000000
5	2390000000
6	2370000000
7	2360000000
8	2350000000
9	2340000000
10	2330000000
11	2320000000
12	2310000000
13	2300000000
14	2300000000
15	2290000000
16	2280000000
17	2280000000
18	2270000000
19	2260000000
20	2260000000
21	2250000000
22	2250000000
23	2240000000
24	2230000000
25	2230000000
26	2220000000
27	2210000000
28	2210000000
29	2200000000
30	2200000000
31	2190000000
32	2180000000
33	2180000000
34	2170000000
35	2170000000
36	2160000000
37	2160000000
38	2150000000
39	2140000000
40	2140000000
41	2130000000
42	2130000000
43	2120000000
44	2120000000
45	2110000000
46	2100000000
47	2100000000
48	2090000000
49	2090000000
50	2080000000
51	2080000000
52	2070000000
53	2060000000
54	2060000000
55	2050000000
56	2050000000
57	2040000000
58	2030000000
59	2030000000
60	2020000000
61	2010000000
62	2010000000
63	2000000000
64	2000000000
65	1990000000
66	1990000000
67	1980000000
68	1970000000
69	1970000000
70	1960000000
71	1960000000
72	1950000000
73	1940000000
74	1940000000
75	1930000000
76	1930000000
77	1920000000
78	1910000000
79	1910000000
80	1900000000
81	1890000000
82	1890000000
83	1880000000
84	1870000000
85	1870000000
86	1860000000
87	1850000000
88	1850000000
89	1840000000
90	1830000000
91	1820000000
92	1820000000
93	1810000000
94	1800000000
95	1800000000
96	1790000000
97	1790000000
98	1780000000
99	1780000000
100	1770000000
101	1770000000
102	1760000000
103	1760000000
104	1750000000
105	1750000000
106	1740000000
107	1740000000
108	1730000000
109	1730000000
110	1720000000
111	1720000000
112	1710000000
113	1710000000
114	1700000000
115	1700000000
116	1690000000
117	1690000000
118	1680000000
119	1680000000
120	1670000000
121	1670000000
122	1670000000
123	1660000000
124	1660000000
125	1650000000
126	1650000000
127	1640000000
128	1640000000
129	1630000000
130	1630000000
131	1620000000
132	1620000000
133	1610000000
134	1610000000
135	1600000000
136	1600000000
137	1590000000
138	1590000000
139	1580000000
140	1580000000
141	1580000000
142	1570000000
143	1570000000
144	1560000000
145	1560000000
146	1550000000
147	1550000000
148	1540000000
149	1540000000
150	1530000000
151	1530000000
152	1520000000
153	1520000000
154	1510000000
155	1510000000
156	1500000000
157	1500000000
158	1500000000
159	1490000000
160	1490000000
161	1480000000
162	1480000000
163	1470000000
164	1470000000
165	1460000000
166	1460000000
167	1460000000
168	1450000000
169	1450000000
170	1440000000
171	1440000000
172	1430000000
173	1430000000
174	1420000000
175	1420000000
176	1410000000
177	1410000000
178	1400000000
179	1400000000
180	1390000000
181	1390000000
182	1380000000
183	1380000000
184	1370000000
185	1370000000
186	1360000000
187	1360000000
188	1350000000
189	1350000000
190	1340000000
191	1340000000
192	1330000000
193	1320000000
194	1320000000
195	1310000000
196	1310000000
197	1300000000
198	1300000000
199	1290000000
200	1290000000
201	1280000000
202	1270000000
203	1270000000
204	1260000000
205	1260000000
206	1250000000
207	1250000000
208	1250000000
209	1240000000
210	1240000000
211	1230000000
212	1230000000
213	1230000000
214	1220000000
215	1220000000
216	1210000000
217	1210000000
218	1200000000
219	1200000000
220	1200000000
221	1190000000
222	1190000000
223	1190000000
224	1180000000
225	1180000000
226	1180000000
227	1170000000
228	1170000000
229	1170000000
230	1160000000
231	1160000000
232	1160000000
233	1150000000
234	1150000000
235	1150000000
236	1140000000
237	1140000000
238	1140000000
239	1130000000
240	1130000000
241	1130000000
242	1120000000
243	1120000000
244	1120000000
245	1110000000
246	1110000000
247	1110000000
248	1100000000
249	1100000000
250	1100000000
251	1090000000
252	1090000000
253	1090000000
254	1080000000
255	1080000000
256	1070000000
257	1070000000
258	1070000000
259	1060000000
260	1060000000
261	1060000000
262	1050000000
263	1050000000
264	1050000000
265	1040000000
266	1040000000
267	1030000000
268	1030000000
269	1030000000
270	1020000000
271	1020000000
272	1020000000
273	1010000000
274	1010000000
275	1010000000
276	1000000000
277	999000000
278	995000000
279	992000000
280	988000000
281	984000000
282	980000000
283	977000000
284	973000000
285	969000000
286	965000000
287	961000000
288	957000000
289	953000000
290	949000000
291	945000000
292	941000000
293	937000000
294	933000000
295	929000000
296	925000000
297	921000000
298	917000000
299	912000000
300	908000000
301	904000000
302	900000000
303	896000000
304	892000000
305	888000000
306	884000000
307	880000000
308	876000000
309	871000000
310	867000000
311	863000000
312	859000000
313	854000000
314	850000000
315	845000000
316	841000000
317	836000000
318	831000000
319	827000000
320	822000000
321	818000000
322	814000000
323	809000000
324	805000000
325	800000000
326	796000000
327	791000000
328	786000000
329	781000000
330	776000000
331	770000000
332	765000000
333	760000000
334	755000000
335	750000000
336	745000000
337	739000000
338	734000000
339	729000000
340	723000000
341	717000000
342	711000000
343	704000000
344	698000000
345	692000000
346	686000000
347	679000000
348	673000000
349	666000000
350	660000000
351	654000000
352	648000000
353	641000000
354	635000000
355	629000000
356	623000000
357	617000000
358	611000000
359	604000000
360	598000000
361	592000000
362	587000000
363	581000000
364	575000000
365	569000000
366	563000000
367	556000000
368	549000000
369	543000000
370	536000000
371	529000000
372	523000000
373	516000000
374	508000000
375	499000000
376	491000000
377	482000000
378	475000000
379	469000000
380	463000000
381	458000000
382	453000000
383	448000000
384	443000000
385	439000000
386	434000000
387	429000000
388	424000000
389	420000000
390	416000000
391	412000000
392	408000000
393	403000000
394	399000000
395	393000000
396	389000000
397	384000000
398	378000000
399	373000000
400	368000000
401	363000000
402	356000000
403	351000000
404	346000000
405	342000000
406	338000000
407	334000000
408	331000000
409	328000000
410	325000000
411	321000000
412	318000000
413	315000000
414	312000000
415	308000000
416	304000000
417	301000000
418	297000000
419	293000000
420	288000000
421	284000000
422	278000000
423	272000000
424	266000000
425	261000000
426	257000000
427	252000000
428	247000000
429	241000000
430	235000000
431	229000000
432	224000000
433	221000000
434	217000000
435	214000000
436	210000000
437	207000000
438	204000000
439	200000000
440	195000000
441	190000000
442	184000000
443	178000000
444	172000000
445	167000000
446	162000000
447	158000000
448	154000000
449	149000000
450	143000000
451	138000000
452	133000000
453	129000000
454	124000000
455	120000000
456	116000000
457	111000000
458	108000000
459	104000000
460	101000000
461	97063284
462	92794427
463	87330464
464	80276205
465	72602747
466	66919940
467	60942825
468	56183454
469	50881539
470	41974847
471	30994097
472	20516173
473	16150802
474	14898106
475	13116767
476	11626162
477	10377438
478	8958722
479	6511715
480	3540038
481	1269775
482	136629
483	0

