Layer #: 10
------------------------------------
Depth (m)    Area (m^2)
        0       611000000
        2       611000000
        4       611000000
        6       611000000
        8       611000000
       10       611000000
       12       611000000
       14       611000000
       16       611000000
       30.7     611000000
