Layer #: 489
----------------------------------------
Depth(m)  Area(m^2)
0	466000000
1	466000000
2	466000000
3	466000000
4	465000000
5	465000000
6	465000000
7	465000000
8	465000000
9	465000000
10	465000000
11	464000000
12	463000000
13	463000000
14	462000000
15	461000000
16	459000000
17	457000000
18	455000000
19	452000000
20	450000000
21	449000000
22	447000000
23	446000000
24	445000000
25	444000000
26	443000000
27	441000000
28	439000000
29	438000000
30	437000000
31	435000000
32	434000000
33	433000000
34	432000000
35	431000000
36	431000000
37	430000000
38	429000000
39	428000000
40	428000000
41	427000000
42	427000000
43	426000000
44	425000000
45	425000000
46	424000000
47	424000000
48	423000000
49	423000000
50	422000000
51	422000000
52	421000000
53	421000000
54	420000000
55	420000000
56	419000000
57	419000000
58	418000000
59	418000000
60	418000000
61	417000000
62	417000000
63	416000000
64	416000000
65	415000000
66	415000000
67	414000000
68	414000000
69	413000000
70	413000000
71	412000000
72	412000000
73	412000000
74	411000000
75	411000000
76	410000000
77	410000000
78	409000000
79	409000000
80	409000000
81	408000000
82	408000000
83	407000000
84	407000000
85	407000000
86	406000000
87	406000000
88	405000000
89	405000000
90	404000000
91	404000000
92	404000000
93	403000000
94	403000000
95	402000000
96	402000000
97	401000000
98	401000000
99	401000000
100	400000000
101	400000000
102	399000000
103	399000000
104	398000000
105	398000000
106	398000000
107	397000000
108	397000000
109	396000000
110	396000000
111	395000000
112	395000000
113	395000000
114	394000000
115	394000000
116	393000000
117	393000000
118	392000000
119	392000000
120	392000000
121	391000000
122	391000000
123	390000000
124	390000000
125	389000000
126	389000000
127	389000000
128	388000000
129	388000000
130	387000000
131	387000000
132	386000000
133	386000000
134	385000000
135	385000000
136	385000000
137	384000000
138	384000000
139	383000000
140	383000000
141	382000000
142	382000000
143	382000000
144	381000000
145	381000000
146	380000000
147	380000000
148	379000000
149	379000000
150	379000000
151	378000000
152	378000000
153	377000000
154	377000000
155	376000000
156	376000000
157	376000000
158	375000000
159	375000000
160	374000000
161	374000000
162	373000000
163	373000000
164	373000000
165	372000000
166	372000000
167	371000000
168	371000000
169	371000000
170	370000000
171	370000000
172	369000000
173	369000000
174	368000000
175	368000000
176	368000000
177	367000000
178	367000000
179	366000000
180	366000000
181	366000000
182	365000000
183	365000000
184	364000000
185	364000000
186	363000000
187	363000000
188	363000000
189	362000000
190	362000000
191	361000000
192	361000000
193	361000000
194	360000000
195	360000000
196	359000000
197	359000000
198	358000000
199	358000000
200	358000000
201	357000000
202	357000000
203	356000000
204	356000000
205	355000000
206	355000000
207	354000000
208	354000000
209	353000000
210	353000000
211	353000000
212	352000000
213	352000000
214	351000000
215	351000000
216	350000000
217	350000000
218	349000000
219	349000000
220	348000000
221	348000000
222	347000000
223	347000000
224	346000000
225	346000000
226	345000000
227	345000000
228	344000000
229	344000000
230	343000000
231	343000000
232	342000000
233	341000000
234	341000000
235	340000000
236	340000000
237	339000000
238	339000000
239	338000000
240	338000000
241	337000000
242	337000000
243	336000000
244	336000000
245	335000000
246	335000000
247	334000000
248	334000000
249	333000000
250	333000000
251	332000000
257	329000000
258	328000000
259	328000000
260	327000000
261	327000000
262	326000000
263	326000000
264	325000000
265	325000000
266	324000000
267	324000000
268	323000000
269	323000000
270	322000000
271	321000000
272	321000000
273	320000000
274	320000000
275	319000000
276	319000000
277	318000000
278	317000000
279	317000000
280	316000000
281	316000000
282	315000000
283	314000000
284	314000000
285	313000000
286	312000000
287	312000000
288	311000000
289	311000000
290	310000000
291	310000000
292	309000000
293	309000000
294	308000000
295	307000000
296	307000000
297	306000000
298	306000000
299	305000000
300	304000000
301	304000000
302	303000000
303	302000000
304	302000000
305	301000000
306	301000000
307	300000000
308	299000000
309	299000000
310	298000000
311	298000000
312	297000000
313	296000000
314	296000000
315	295000000
316	295000000
317	294000000
318	293000000
319	293000000
320	292000000
321	292000000
322	291000000
323	291000000
324	290000000
325	290000000
326	289000000
327	289000000
328	288000000
329	288000000
330	287000000
331	287000000
332	286000000
333	285000000
334	285000000
335	284000000
336	284000000
337	283000000
338	283000000
339	282000000
340	282000000
341	281000000
342	281000000
343	280000000
344	280000000
345	279000000
346	279000000
347	278000000
348	277000000
349	277000000
350	276000000
351	276000000
352	275000000
353	275000000
354	274000000
355	274000000
356	273000000
357	273000000
358	272000000
359	272000000
360	271000000
361	271000000
362	270000000
363	269000000
364	269000000
365	268000000
366	268000000
367	267000000
368	267000000
369	266000000
370	266000000
371	265000000
372	264000000
373	264000000
374	263000000
375	263000000
376	262000000
377	261000000
378	261000000
379	260000000
380	260000000
381	259000000
382	258000000
383	258000000
384	257000000
385	256000000
386	256000000
387	255000000
388	254000000
389	254000000
390	253000000
391	252000000
392	252000000
393	251000000
394	250000000
395	249000000
396	249000000
397	248000000
398	247000000
399	246000000
400	246000000
401	245000000
402	244000000
403	243000000
404	242000000
405	242000000
406	241000000
407	240000000
408	239000000
409	238000000
410	237000000
411	236000000
412	236000000
413	235000000
414	234000000
415	233000000
416	232000000
417	231000000
418	230000000
419	229000000
420	228000000
421	227000000
422	226000000
423	225000000
424	225000000
425	223000000
426	222000000
427	221000000
428	220000000
429	219000000
430	218000000
431	217000000
432	216000000
433	215000000
434	214000000
435	213000000
436	211000000
437	210000000
438	209000000
439	208000000
440	207000000
441	205000000
442	204000000
443	202000000
444	201000000
445	199000000
446	198000000
447	196000000
448	195000000
449	193000000
450	191000000
451	190000000
452	188000000
453	186000000
454	184000000
455	182000000
456	180000000
457	178000000
458	176000000
459	174000000
460	171000000
461	168000000
462	166000000
463	163000000
464	160000000
465	157000000
466	154000000
468	146000000
469	141000000
470	137000000
471	133000000
472	128000000
473	124000000
474	119000000
476	111000000
478	103000000
480	95577900
482	88074700
483	84289200
484	80218900
485	75814800
486	70563000
487	64045900
488	57085700
490	42166000
491	37889500
492	35858600
493	33821900
494	31236900
496	26654500
497	24253900
498	22373200
499	20586300
502.45	1000
